timestamp,temp
00.000,31.95
00.250,31.95
00.500,31.95
00.750,31.95
01.000,31.93
01.250,31.93
01.500,31.93
01.750,31.93
02.000,31.93
02.250,31.93
02.500,31.93
02.750,31.93
03.000,31.93
03.250,31.93
03.500,31.93
03.750,31.93
04.000,31.93
04.250,31.93
04.500,31.93
04.750,31.93
05.000,31.95
05.250,31.95
05.500,31.95
05.750,31.95
06.000,31.91
06.250,31.91
06.500,31.91
06.750,31.91
07.000,31.93
07.250,31.93
07.500,31.93
07.750,31.93
08.000,31.91
08.250,31.91
08.500,31.91
08.750,31.91
09.000,31.91
09.250,31.91
09.500,31.91
09.750,31.91
10.000,31.91
10.250,31.91
10.500,31.91
10.750,31.91
11.000,31.91
11.250,31.91
11.500,31.91
11.750,31.91
12.000,31.93
12.250,31.93
12.500,31.93
12.750,31.93
13.000,31.93
13.250,31.93
13.500,31.93
13.750,31.93
14.000,31.93
14.250,31.93
14.500,31.93
14.750,31.93
15.000,31.93
15.250,31.93
15.500,31.93
15.750,31.93
16.000,31.93
16.250,31.93
16.500,31.93
16.750,31.93
17.000,31.93
17.250,31.93
17.500,31.93
17.750,31.93
18.000,31.93
18.250,31.93
18.500,31.93
18.750,31.93
19.000,31.93
19.250,31.93
19.500,31.93
19.750,31.93
20.000,31.93
20.250,31.93
20.500,31.93
20.750,31.93
21.000,31.93
21.250,31.93
21.500,31.93
21.750,31.93
22.000,31.91
22.250,31.91
22.500,31.91
22.750,31.91
23.000,31.93
23.250,31.93
23.500,31.93
23.750,31.93
24.000,31.93
24.250,31.93
24.500,31.93
24.750,31.93
25.000,31.93
25.250,31.93
25.500,31.93
25.750,31.93
26.000,31.93
26.250,31.93
26.500,31.93
26.750,31.93
27.000,31.93
27.250,31.93
27.500,31.93
27.750,31.93
28.000,31.95
28.250,31.95
28.500,31.95
28.750,31.95
29.000,31.93
29.250,31.93
29.500,31.93
29.750,31.93
30.000,31.93
30.250,31.93
30.500,31.93
30.750,31.93
31.000,31.95
31.250,31.95
31.500,31.95
31.750,31.95
32.000,31.93
32.250,31.93
32.500,31.93
32.750,31.93
33.000,31.93
33.250,31.93
33.500,31.93
33.750,31.93
34.000,31.95
34.250,31.95
34.500,31.95
34.750,31.95
35.000,31.93
35.250,31.93
35.500,31.93
35.750,31.93
36.000,31.97
36.250,31.97
36.500,31.97
36.750,31.97
37.000,31.93
37.250,31.93
37.500,31.93
37.750,31.93
38.000,31.93
38.250,31.93
38.500,31.93
38.750,31.93
39.000,31.95
39.250,31.95
39.500,31.95
39.750,31.95
40.000,31.93
40.250,31.93
40.500,31.93
40.750,31.93
41.000,31.93
41.250,31.93
41.500,31.93
41.750,31.93
42.000,31.93
42.250,31.93
42.500,31.93
42.750,31.93
43.000,31.93
43.250,31.93
43.500,31.93
43.750,31.93
44.000,31.95
44.250,31.95
44.500,31.95
44.750,31.95
45.000,31.93
45.250,31.93
45.500,31.93
45.750,31.93
46.000,31.93
46.250,31.93
46.500,31.93
46.750,31.93
47.000,31.95
47.250,31.95
47.500,31.95
47.750,31.95
48.000,31.95
48.250,31.95
48.500,31.95
48.750,31.95
49.000,31.93
49.250,31.93
49.500,31.93
49.750,31.93
50.000,31.95
50.250,31.95
50.500,31.95
50.750,31.95
51.000,31.95
51.250,31.95
51.500,31.95
51.750,31.95
52.000,31.95
52.250,31.95
52.500,31.95
52.750,31.95
53.000,31.95
53.250,31.95
53.500,31.95
53.750,31.95
54.000,31.95
54.250,31.95
54.500,31.95
54.750,31.95
55.000,31.95
55.250,31.95
55.500,31.95
55.750,31.95
56.000,31.97
56.250,31.97
56.500,31.97
56.750,31.97
57.000,31.93
57.250,31.93
57.500,31.93
57.750,31.93
58.000,31.95
58.250,31.95
58.500,31.95
58.750,31.95
59.000,31.97
59.250,31.97
59.500,31.97
59.750,31.97
