ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598818020.0,sleep,111,,,ALONE,,,home,2,1,3
1598818080.0,sleep,111,,,ALONE,,,home,2,1,3
1598818140.0,sleep,111,,,ALONE,,,home,2,1,3
1598818200.0,sleep,111,,,ALONE,,,home,2,1,3
1598818260.0,sleep,111,,,ALONE,,,home,2,1,3
1598818320.0,sleep,111,,,ALONE,,,home,2,1,3
1598818380.0,sleep,111,,,ALONE,,,home,2,1,3
1598818440.0,sleep,111,,,ALONE,,,home,2,1,3
1598818500.0,sleep,111,,,ALONE,,,home,2,1,3
1598818920.0,sleep,111,,,ALONE,,,home,2,1,3
1598820060.0,sleep,111,,,ALONE,,,home,2,1,3
1598821680.0,sleep,111,,,ALONE,,,home,2,1,3
1598823480.0,sleep,111,,,ALONE,,,home,2,1,3
1598825820.0,sleep,111,,,ALONE,,,home,2,1,3
1598827620.0,sleep,111,,,ALONE,,,home,2,1,3
1598836080.0,sleep,111,,,ALONE,,,home,2,1,3
1598838240.0,sleep,111,,,ALONE,,,home,2,1,3
1598839260.0,sleep,111,,,ALONE,,,home,2,1,3
1598839320.0,sleep,111,,,ALONE,,,home,2,1,3
1598839380.0,sleep,111,,,ALONE,,,home,2,1,3
1598839440.0,sleep,111,,,ALONE,,,home,2,1,3
1598839500.0,sleep,111,,,ALONE,,,home,2,1,3
1598839560.0,sleep,111,,,ALONE,,,home,2,1,3
1598839620.0,sleep,111,,,ALONE,,,home,2,1,3
1598839680.0,sleep,111,,,ALONE,,,home,2,1,3
1598839740.0,sleep,111,,,ALONE,,,home,2,1,3
1598839800.0,sleep,111,,,ALONE,,,home,2,1,3
1598839860.0,sleep,111,,,ALONE,,,home,2,1,3
1598839920.0,sleep,111,,,ALONE,,,home,2,1,3
1598839980.0,sleep,111,,,ALONE,,,home,2,1,3
1598840040.0,sleep,111,,,ALONE,,,home,2,1,3
1598840100.0,sleep,111,,,ALONE,,,home,2,1,3
1598840160.0,sleep,111,,,ALONE,,,home,2,1,3
1598840220.0,sleep,111,,,ALONE,,,home,2,1,3
1598840280.0,sleep,111,,,ALONE,,,home,2,1,3
1598840340.0,sleep,111,,,ALONE,,,home,2,1,3
1598840400.0,sleep,111,,,ALONE,,,home,2,1,3
1598840460.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840520.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840580.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840640.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840700.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840760.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840820.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840880.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598840940.0,socialising,712,,,ALONE,3,2,home,5,2,3
1598841000.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841060.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841120.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841180.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841240.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841300.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841360.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841420.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841480.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841540.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841600.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841660.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841720.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841780.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841840.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841900.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598841960.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842020.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842080.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842140.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842200.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842260.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842320.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842380.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842440.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842500.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842560.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842620.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842680.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842740.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842800.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842860.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842920.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598842980.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843040.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843100.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843160.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843220.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843280.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843340.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843400.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843460.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843520.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843580.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843640.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843700.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843760.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843820.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843880.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598843940.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844000.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844060.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844120.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844180.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844240.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844300.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844360.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844420.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844480.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844540.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844600.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844660.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844720.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844780.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844840.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844900.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598844960.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845020.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845080.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845140.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845200.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845260.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845320.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845380.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845440.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845500.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845560.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845620.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845680.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845740.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845800.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845860.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845920.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598845980.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846040.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846100.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846160.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846220.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846280.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846340.0,recreation_media,724,,,ALONE,,,home,6,2,3
1598846400.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846460.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846520.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846580.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846640.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846700.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846760.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846820.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846880.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598846940.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847000.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847060.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847120.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847180.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847240.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847300.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847360.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847420.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847480.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847540.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847600.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847660.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847720.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847780.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847840.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847900.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598847960.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598848020.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598848080.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598848140.0,meal,121,meal_amount,1,ALONE,,,home,7,1,3
1598848200.0,household,41,,,ALONE,,,home,6,1,3
1598848260.0,household,41,,,ALONE,,,home,6,1,3
1598848320.0,household,41,,,ALONE,,,home,6,1,3
1598848380.0,household,41,,,ALONE,,,home,6,1,3
1598848440.0,household,41,,,ALONE,,,home,6,1,3
1598848500.0,household,43,,,ALONE,,,home,6,2,3
1598848560.0,household,43,,,ALONE,,,home,6,2,3
1598848620.0,household,43,,,ALONE,,,home,6,2,3
1598848680.0,household,43,,,ALONE,,,home,6,2,3
1598848740.0,household,43,,,ALONE,,,home,6,2,3
1598848800.0,household,43,,,ALONE,,,home,6,2,3
1598848860.0,household,43,,,ALONE,,,home,6,2,3
1598848920.0,household,43,,,ALONE,,,home,6,2,3
1598848980.0,household,43,,,ALONE,,,home,6,2,3
1598849040.0,household,43,,,ALONE,,,home,6,2,3
1598849100.0,household,43,,,ALONE,,,home,6,2,3
1598849160.0,household,43,,,ALONE,,,home,6,2,3
1598849220.0,household,43,,,ALONE,,,home,6,2,3
1598849280.0,household,43,,,ALONE,,,home,6,2,3
1598849340.0,household,43,,,ALONE,,,home,6,2,3
1598849400.0,household,43,,,ALONE,,,home,6,2,3
1598849460.0,household,43,,,ALONE,,,home,6,2,3
1598849520.0,household,43,,,ALONE,,,home,6,2,3
1598849580.0,household,43,,,ALONE,,,home,6,2,3
1598849640.0,household,43,,,ALONE,,,home,6,2,3
1598849700.0,household,43,,,ALONE,,,home,6,2,3
1598849820.0,household,43,,,ALONE,,,home,6,2,3
1598850060.0,household,43,,,ALONE,,,home,6,2,3
1598850120.0,household,43,,,ALONE,,,home,6,2,3
1598850180.0,household,43,,,ALONE,,,home,6,2,3
1598850240.0,household,43,,,ALONE,,,home,6,2,3
1598850300.0,household,43,,,ALONE,,,home,6,2,3
1598850360.0,household,43,,,ALONE,,,home,6,2,3
1598850420.0,household,43,,,ALONE,,,home,6,2,3
1598850720.0,household,43,,,ALONE,,,home,6,2,3
1598852280.0,work,211,,,ALONE,,,home,6,4,3
1598853660.0,work,211,,,ALONE,,,home,6,4,3
1598854080.0,work,211,,,ALONE,,,home,6,4,3
1598855460.0,work,211,,,ALONE,,,home,6,4,3
1598855520.0,work,211,,,ALONE,,,home,6,4,3
1598855580.0,work,211,,,ALONE,,,home,6,4,3
1598855640.0,work,211,,,ALONE,,,home,6,4,3
1598855700.0,work,211,,,ALONE,,,home,6,4,3
1598855760.0,work,211,,,ALONE,,,home,6,4,3
1598855820.0,work,211,,,ALONE,,,home,6,4,3
1598856180.0,work,211,,,ALONE,,,home,6,4,3
1598857260.0,work,211,,,ALONE,,,home,6,4,3
1598857320.0,work,211,,,ALONE,,,home,6,4,3
1598857380.0,work,211,,,ALONE,,,home,6,4,3
1598857440.0,work,211,,,ALONE,,,home,6,4,3
1598857500.0,work,211,,,ALONE,,,home,6,4,3
1598857560.0,work,211,,,ALONE,,,home,6,4,3
1598857620.0,work,211,,,ALONE,,,home,6,4,3
1598857680.0,work,211,,,ALONE,,,home,6,4,3
1598857740.0,work,211,,,ALONE,,,home,6,4,3
