timestamp,eda
00.000,1.281072
00.250,1.281072
00.500,1.284914
00.750,1.286194
01.000,1.283633
01.250,1.268265
01.500,1.292598
01.750,1.279791
02.000,1.272107
02.250,1.243933
02.500,1.240091
02.750,1.246495
03.000,1.246495
03.250,1.247775
03.500,1.242653
03.750,1.245214
04.000,1.245214
04.250,1.250337
04.500,1.245214
04.750,1.246495
05.000,1.232408
05.250,1.250337
05.500,1.251617
05.750,1.255459
06.000,1.250337
06.250,1.246495
06.500,1.241372
06.750,1.238811
07.000,1.25802
07.250,1.286194
07.500,1.323333
07.750,1.354068
08.000,1.382242
08.250,1.423223
08.500,1.436029
08.750,1.43859
09.000,1.420661
09.250,1.415539
09.500,1.400171
09.750,1.389926
10.000,1.375839
10.250,1.364313
10.500,1.352787
10.750,1.345104
11.000,1.33742
11.250,1.328455
11.500,1.320772
11.750,1.315649
12.000,1.305404
12.250,1.319491
12.500,1.311807
12.750,1.302843
13.000,1.301562
13.250,1.292598
13.500,1.290036
13.750,1.282353
14.000,1.279791
14.250,1.272107
14.500,1.268265
14.750,1.263143
15.000,1.25674
15.250,1.252898
15.500,1.249056
15.750,1.249056
16.000,1.238811
16.250,1.242653
16.500,1.234969
16.750,1.231127
17.000,1.229846
17.250,1.227285
17.500,1.226004
17.750,1.226004
18.000,1.229846
18.250,1.224724
18.500,1.228566
18.750,1.224724
19.000,1.223443
19.250,1.220882
19.500,1.223443
19.750,1.218321
20.000,1.215759
20.250,1.211918
20.500,1.213198
20.750,1.201672
21.000,1.200392
21.250,1.200392
21.500,1.183743
21.750,1.17734
22.000,1.174779
22.250,1.183743
22.500,1.179902
22.750,1.182463
23.000,1.181182
23.250,1.181182
23.500,1.17734
23.750,1.153008
24.000,1.15685
24.250,1.127395
24.500,1.138921
24.750,1.135079
25.000,1.132518
25.250,1.122273
25.500,1.118431
25.750,1.119712
26.000,1.113308
26.250,1.11715
26.500,1.112028
26.750,1.110747
27.000,1.106905
27.250,1.108186
27.500,1.105625
27.750,1.103063
28.000,1.101783
28.250,1.097941
28.500,1.095379
28.750,1.091538
29.000,1.090257
29.250,1.097941
29.500,1.103063
29.750,1.103063
30.000,1.101783
30.250,1.099221
30.500,1.081293
30.750,1.095379
31.000,1.109467
31.250,1.129957
31.500,1.13764
31.750,1.173498
32.000,1.190147
32.250,1.202953
32.500,1.202953
32.750,1.201672
33.000,1.191427
33.250,1.187585
33.500,1.179902
33.750,1.170937
34.000,1.165815
34.250,1.151728
34.500,1.132518
34.750,1.149166
35.000,1.141482
35.250,1.155569
35.500,1.334859
35.750,1.220882
36.000,1.159411
36.250,1.151728
36.500,1.13764
36.750,1.065925
37.000,1.051838
37.250,1.037751
37.500,0.878952
37.750,0.35123
38.750,0.002561
39.000,0.008964
39.250,0.09989
39.500,0.116538
39.750,0.189534
40.000,0.247163
40.250,0.259969
40.500,0.172886
40.750,0.076838
41.000,0.017929
41.250,0.017929
41.500,0.575006
41.750,0.072996
42.000,0.814485
42.250,1.183575
42.500,1.197731
42.750,1.248957
43.000,1.287376
43.250,1.306586
43.500,1.309147
43.750,1.324515
44.000,1.338601
44.250,1.33604
44.500,1.330918
44.750,1.312989
45.000,1.323234
45.250,1.332198
45.500,1.333479
45.750,1.325795
46.000,1.323234
46.250,1.323234
46.500,1.318111
46.750,1.311708
47.000,1.309147
47.250,1.301463
47.500,1.300182
47.750,1.29506
48.000,1.283534
48.250,1.279692
48.500,1.265605
48.750,1.27457
49.000,1.273289
49.250,1.277131
49.500,1.272008
49.750,1.270728
50.000,1.273289
50.250,1.265605
50.500,1.266886
50.750,1.266886
51.000,1.266886
51.250,1.266886
51.500,1.263044
51.750,1.260483
52.000,1.256641
52.250,1.252799
52.500,1.248957
52.750,1.247676
53.000,1.241273
53.250,1.245115
53.500,1.242554
53.750,1.242554
54.000,1.238712
54.250,1.225905
54.500,1.216941
54.750,1.192609
55.000,1.197731
55.250,1.196451
55.500,1.202854
55.750,1.211818
56.000,1.21438
56.250,1.213099
56.500,1.209257
56.750,1.206696
57.000,1.201573
57.250,1.204135
57.500,1.199012
57.750,1.196451
58.000,1.19517
58.250,1.192609
58.500,1.188767
58.750,1.186206
59.000,1.186206
59.250,1.175961
59.500,1.150348
59.750,1.145225
