timestamp,eda
00.000,1.92287
00.250,1.933115
00.500,1.930554
00.750,1.92159
01.000,1.908783
01.250,1.906222
01.500,1.897257
01.750,1.889574
02.000,1.901099
02.250,1.938238
02.500,1.993305
02.750,2.047092
03.000,2.068863
03.250,2.080389
03.500,2.079108
03.750,2.061179
04.000,2.047092
04.250,2.058618
04.500,2.04325
04.750,1.997147
05.000,1.956167
05.250,1.915186
05.500,1.899819
05.750,1.92159
06.000,1.924151
06.250,1.92287
06.500,1.920309
06.750,1.930554
07.000,1.945922
07.250,1.938238
07.500,1.995867
07.750,1.997147
08.000,1.985621
08.250,1.986902
08.500,1.999708
08.750,1.904941
09.000,1.869084
09.250,1.848593
09.500,1.887012
09.750,1.926712
10.000,1.857558
10.250,1.765352
10.500,1.803771
10.750,2.015076
11.000,2.106001
11.250,2.16363
11.500,2.176436
11.750,2.177717
12.000,2.181559
12.250,2.162349
12.500,2.180278
12.750,2.212294
13.000,2.22382
13.250,2.250713
13.500,2.246871
13.750,2.222539
14.000,2.186682
14.250,2.161069
14.500,2.12265
14.750,2.016357
15.000,1.968973
15.250,1.952325
15.500,1.953606
15.750,1.933115
16.000,1.925431
16.250,1.940799
16.500,1.94336
16.750,1.935677
17.000,1.935677
17.250,1.927993
17.500,1.92287
17.750,1.92159
18.000,1.919028
18.250,1.920309
18.500,1.989463
18.750,1.977938
19.000,1.895977
19.250,1.933115
19.500,1.931835
19.750,1.930554
20.000,1.931835
20.250,1.933115
20.500,1.961289
20.750,2.025321
21.000,2.097037
21.250,2.150824
21.500,2.177717
21.750,2.187962
22.000,2.186682
22.250,2.166191
22.500,2.14442
22.750,2.146982
23.000,2.170033
23.250,2.171314
23.500,2.114966
23.750,2.080389
24.000,2.057337
24.250,2.048373
24.500,2.045811
24.750,2.067582
25.000,2.072705
25.250,2.066302
25.500,2.081669
25.750,2.071424
26.000,2.067582
26.250,2.06246
26.500,2.059898
26.750,2.08295
27.000,2.070143
27.250,2.106001
27.500,2.239187
27.750,2.354445
28.000,2.386461
28.250,2.392864
28.500,2.374935
28.750,2.330113
29.000,2.290413
29.250,2.24431
29.500,2.216136
29.750,2.18284
30.000,2.168753
30.250,2.153385
30.500,2.140579
30.750,2.139298
31.000,2.140579
31.250,2.141859
31.500,2.131614
31.750,2.146982
32.000,2.052215
32.250,1.985621
32.500,1.999708
32.750,1.974096
33.000,1.951044
33.250,1.985621
33.500,1.897257
33.750,2.02404
34.000,2.038128
34.250,2.044531
34.500,2.04197
34.750,2.040689
35.000,2.039408
35.250,2.040689
35.500,2.054776
35.750,2.038128
36.000,1.993305
36.250,2.059898
36.500,2.113685
36.750,2.2648
37.000,2.230223
37.250,2.200768
37.500,2.253275
37.750,2.290413
38.000,2.195646
38.250,2.040689
38.500,2.126492
38.750,2.173875
39.000,2.12393
39.250,2.068863
39.500,2.107282
39.750,1.917748
40.000,1.936957
40.250,1.951044
40.500,1.975376
40.750,1.84219
41.000,1.890854
41.250,1.956167
41.500,2.013795
41.750,2.034286
42.000,2.000989
42.250,1.986902
42.500,1.98178
42.750,1.96257
43.000,1.944641
43.250,1.908783
43.500,1.806332
43.750,1.951044
44.000,1.986902
44.250,2.026602
44.500,2.04325
44.750,2.061179
45.000,2.067582
45.250,2.075266
45.500,2.093195
45.750,2.090634
46.000,2.167472
46.250,2.272484
46.500,2.400548
46.750,2.468422
47.000,2.468849
47.250,2.466288
47.500,2.445798
47.750,2.415062
48.000,2.429149
48.250,2.372801
48.500,2.283157
48.750,2.24986
49.000,2.214002
49.250,2.078255
49.500,2.124358
49.750,2.194793
50.000,2.225528
50.250,2.22937
50.500,2.271631
50.750,2.26907
51.000,2.252421
51.250,2.254983
51.500,2.246018
51.750,2.237054
52.000,2.22937
52.250,2.230651
52.500,2.226809
52.750,2.226809
53.000,2.220406
53.250,2.221686
53.500,2.211441
53.750,2.199915
54.000,2.135883
54.250,2.000136
54.500,2.032152
54.750,2.076974
55.000,2.080816
55.250,2.076974
55.500,2.079535
55.750,2.080816
56.000,2.094903
56.250,2.079535
56.500,2.117954
56.750,2.116674
57.000,2.115393
57.250,2.119235
57.500,2.121796
57.750,2.125638
58.000,2.126919
58.250,2.133322
58.500,2.139725
58.750,2.12948
59.000,2.110271
59.250,1.94891
59.500,1.98306
59.750,2.094476
