timestamp,eda
00.000,0.158799
00.250,0.16008
00.500,0.157518
00.750,0.158799
01.000,0.157518
01.250,0.16136
01.500,0.16008
01.750,0.16008
02.000,0.158799
02.250,0.157518
02.500,0.16008
02.750,0.158799
03.000,0.16008
03.250,0.157518
03.500,0.158799
03.750,0.157518
04.000,0.158799
04.250,0.158799
04.500,0.158799
04.750,0.16008
05.000,0.157518
05.250,0.16008
05.500,0.157518
05.750,0.16008
06.000,0.158799
06.250,0.16008
06.500,0.158799
06.750,0.158799
07.000,0.16008
07.250,0.158799
07.500,0.16008
07.750,0.157518
08.000,0.16008
08.250,0.16008
08.500,0.16008
08.750,0.16008
09.000,0.16008
09.250,0.16008
09.500,0.16008
09.750,0.16008
10.000,0.16008
10.250,0.16136
10.500,0.16008
10.750,0.16008
11.000,0.158799
11.250,0.16008
11.500,0.16008
11.750,0.158799
12.000,0.16008
12.250,0.16136
12.500,0.16136
12.750,0.158799
13.000,0.16008
13.250,0.16008
13.500,0.16136
13.750,0.16136
14.000,0.16008
14.250,0.16136
14.500,0.16008
14.750,0.16008
15.000,0.16136
15.250,0.162641
15.500,0.16136
15.750,0.158799
16.000,0.16136
16.250,0.16136
16.500,0.16136
16.750,0.16008
17.000,0.16008
17.250,0.16008
17.500,0.158799
17.750,0.16136
18.000,0.16008
18.250,0.16136
18.500,0.16136
18.750,0.16008
19.000,0.16136
19.250,0.16008
19.500,0.16136
19.750,0.16008
20.000,0.16136
20.250,0.16008
20.500,0.16136
20.750,0.16008
21.000,0.16136
21.250,0.16008
21.500,0.158799
21.750,0.16136
22.000,0.16008
22.250,0.16136
22.500,0.16008
22.750,0.16008
23.000,0.158799
23.250,0.158799
23.500,0.158799
23.750,0.158799
24.000,0.16008
24.250,0.16008
24.500,0.16008
24.750,0.16008
25.000,0.16008
25.250,0.158799
25.500,0.16008
25.750,0.16008
26.000,0.16008
26.250,0.16008
26.500,0.158799
26.750,0.16008
27.000,0.16008
27.250,0.16008
27.500,0.16008
27.750,0.158799
28.000,0.16008
28.250,0.16008
28.500,0.158799
28.750,0.162641
29.000,0.158799
29.250,0.157518
29.500,0.157518
29.750,0.16008
30.000,0.16008
30.250,0.16008
30.500,0.157518
30.750,0.156238
31.000,0.158799
31.250,0.157518
31.500,0.157518
31.750,0.156238
32.000,0.158799
32.250,0.157518
32.500,0.156238
32.750,0.157518
33.000,0.156238
33.250,0.158799
33.500,0.154957
33.750,0.157518
34.000,0.157518
34.250,0.157518
34.500,0.157518
34.750,0.156238
35.000,0.157518
35.250,0.156238
35.500,0.154957
35.750,0.154957
36.000,0.153676
36.250,0.153676
36.500,0.154957
36.750,0.154957
37.000,0.156238
37.250,0.156238
37.500,0.156238
37.750,0.156238
38.000,0.156238
38.250,0.156238
38.500,0.157518
38.750,0.156238
39.000,0.154957
39.250,0.157518
39.500,0.156238
39.750,0.157518
40.000,0.156238
40.250,0.157518
40.500,0.154957
40.750,0.156238
41.000,0.156238
41.250,0.156238
41.500,0.157518
41.750,0.154957
42.000,0.157518
42.250,0.156238
42.500,0.156238
42.750,0.157518
43.000,0.156238
43.250,0.157518
43.500,0.156238
43.750,0.158799
44.000,0.157518
44.250,0.156238
44.500,0.156238
44.750,0.156238
45.000,0.157518
45.250,0.158799
45.500,0.156238
45.750,0.157518
46.000,0.157518
46.250,0.16008
46.500,0.158799
46.750,0.157518
47.000,0.158799
47.250,0.157518
47.500,0.158799
47.750,0.158799
48.000,0.16008
48.250,0.157518
48.500,0.158799
48.750,0.154957
49.000,0.16136
49.250,0.162641
49.500,0.16008
49.750,0.16008
50.000,0.158799
50.250,0.16008
50.500,0.154957
50.750,0.157518
51.000,0.156238
51.250,0.154957
51.500,0.156238
51.750,0.154957
52.000,0.156238
52.250,0.156238
52.500,0.154957
52.750,0.153676
53.000,0.153676
53.250,0.156238
53.500,0.154957
53.750,0.156238
54.000,0.154957
54.250,0.154957
54.500,0.156238
54.750,0.156238
55.000,0.157518
55.250,0.156238
55.500,0.156238
55.750,0.156238
56.000,0.156238
56.250,0.157518
56.500,0.156238
56.750,0.157518
57.000,0.156238
57.250,0.157518
57.500,0.156238
57.750,0.156238
58.000,0.157518
58.250,0.156238
58.500,0.156238
58.750,0.156238
59.000,0.157518
59.250,0.154957
59.500,0.156238
59.750,0.154957
