timestamp,eda
00.000,4.008785
00.250,3.563123
00.500,3.391518
00.750,3.387203
01.000,3.362871
01.250,3.415377
01.500,3.522951
01.750,3.889213
02.000,3.895616
02.250,3.80213
02.500,3.790604
02.750,3.967332
03.000,4.047204
03.250,4.085623
03.500,4.1202
03.750,4.145813
04.000,4.167584
04.250,4.171426
04.500,4.170145
04.750,4.165022
05.000,4.165022
05.250,4.175268
05.500,4.157339
05.750,4.089465
06.000,4.115078
06.250,4.1599
06.500,4.163742
06.750,4.194477
07.000,4.222651
07.250,4.328944
07.500,4.331505
07.750,4.344312
08.000,4.349434
08.250,4.34047
08.500,4.36096
08.750,4.373766
09.000,4.350715
09.250,4.337909
09.500,4.334067
09.750,4.344312
10.000,4.346873
10.250,4.349434
10.500,4.350715
10.750,4.358399
11.000,4.355837
11.250,4.355837
11.500,4.349434
11.750,4.348154
12.000,4.34047
12.250,4.336628
12.500,4.328944
12.750,4.309735
13.000,4.270035
13.250,4.258509
13.500,4.246984
13.750,4.245703
14.000,4.236738
14.250,4.250825
14.500,4.2393
14.750,4.238019
15.000,4.243142
15.250,4.245703
15.500,4.255948
15.750,4.26107
16.000,4.26107
16.250,4.26107
16.500,4.222651
16.750,3.937069
17.000,3.655329
17.250,3.606665
17.500,3.762902
17.750,3.698871
18.000,3.729606
18.250,3.791077
18.500,3.81797
18.750,3.811567
19.000,3.812847
19.250,3.860231
19.500,3.834618
19.750,3.823092
20.000,3.81797
20.250,3.811567
20.500,3.805164
20.750,3.810286
21.000,3.819251
21.250,3.853828
21.500,3.97805
21.750,4.072817
22.000,3.93835
22.250,3.961401
22.500,4.07922
22.750,4.075378
23.000,4.11892
23.250,4.189355
23.500,4.273877
23.750,4.31998
24.000,4.249545
24.250,4.289244
24.500,4.344312
24.750,4.16118
25.000,4.158619
25.250,4.341751
25.500,4.458289
25.750,4.493414
26.000,4.493414
26.250,4.492134
26.500,4.481889
26.750,4.490853
27.000,4.452434
27.250,4.412734
27.500,4.499817
27.750,4.534395
28.000,4.520308
28.250,4.502379
28.500,4.507501
28.750,4.516466
29.000,4.524149
29.250,4.526711
29.500,4.524149
29.750,4.512624
30.000,4.506221
30.250,4.501098
30.500,4.502379
30.750,4.519027
31.000,4.517746
31.250,4.517746
31.500,4.515185
31.750,4.516466
32.000,4.512624
32.250,4.506221
32.500,4.493414
32.750,4.488292
33.000,4.472924
33.250,4.46524
33.500,4.458837
33.750,4.476766
34.000,4.526711
34.250,4.588181
34.500,4.627881
34.750,4.652213
35.000,4.663739
35.250,4.661178
35.500,4.650933
35.750,4.639407
36.000,4.627881
36.250,4.630443
36.500,4.631723
36.750,4.631723
37.000,4.630443
37.250,4.629162
37.500,4.620197
37.750,4.621478
38.000,4.620197
38.250,4.608672
38.500,4.594584
38.750,4.581778
39.000,4.571533
39.250,4.574094
39.500,4.566411
39.750,4.567691
40.000,4.570252
40.250,4.575375
40.500,4.575375
40.750,4.575375
41.000,4.58434
41.250,4.629162
41.500,4.680387
41.750,4.731613
42.000,4.773874
42.250,4.793083
42.500,4.789241
42.750,4.784119
43.000,4.772593
43.250,4.757226
43.500,4.736735
43.750,4.718806
44.000,4.684229
44.250,4.659897
44.500,4.64581
44.750,4.653494
45.000,4.675265
45.250,4.729052
45.500,4.789241
45.750,4.816135
46.000,4.799487
46.250,4.802048
46.500,4.795645
46.750,4.781558
47.000,4.754664
47.250,4.741858
47.500,4.734174
47.750,4.72649
48.000,4.727771
48.250,4.731613
48.500,4.722648
48.750,4.709842
49.000,4.708561
49.250,4.703439
49.500,4.702158
49.750,4.703439
50.000,4.703439
50.250,4.702158
50.500,4.694474
50.750,4.691913
51.000,4.695755
51.250,4.697036
51.500,4.697036
51.750,4.690632
52.000,4.690632
52.250,4.679107
52.500,4.671423
52.750,4.661178
53.000,4.654775
53.250,4.66502
53.500,4.682949
53.750,4.716245
54.000,4.746981
54.250,4.770032
54.500,4.773874
54.750,4.772593
55.000,4.771313
55.250,4.758506
55.500,4.746981
55.750,4.72521
56.000,4.718806
56.250,4.70472
56.500,4.693194
56.750,4.691913
57.000,4.693194
57.250,4.716245
57.500,4.738016
57.750,4.750823
58.000,4.703439
58.250,4.667581
58.500,4.668861
58.750,4.675265
59.000,4.673984
59.250,4.662458
59.500,4.647091
59.750,4.636846
