timestamp,hr
00.000,61.75
01.000,61.82
02.000,61.93
03.000,62.03
04.000,62.15
05.000,62.28
06.000,62.35
07.000,62.32
08.000,62.3
09.000,62.28
10.000,62.27
11.000,62.25
12.000,62.13
13.000,62.17
14.000,62.17
15.000,62.3
16.000,62.42
17.000,62.55
18.000,62.67
19.000,62.82
20.000,62.93
21.000,63.07
22.000,63.18
23.000,63.35
24.000,63.5
25.000,63.65
26.000,63.78
27.000,63.92
28.000,64.05
29.000,64.22
30.000,64.38
31.000,64.57
32.000,64.75
33.000,64.93
34.000,65.12
35.000,65.33
36.000,65.57
37.000,65.82
38.000,66.0
39.000,66.23
40.000,66.43
41.000,66.67
42.000,66.95
43.000,67.22
44.000,67.45
45.000,67.67
46.000,67.87
47.000,68.05
48.000,68.28
49.000,68.52
50.000,68.73
51.000,68.95
52.000,69.17
53.000,69.4
54.000,69.63
55.000,69.78
56.000,69.9
57.000,69.98
58.000,70.07
59.000,70.3
