timestamp,hr
00.000,75.88
01.000,76.12
02.000,76.22
03.000,76.35
04.000,76.47
05.000,76.62
06.000,76.83
07.000,77.12
08.000,77.32
09.000,77.48
10.000,77.62
11.000,77.83
12.000,78.05
13.000,78.28
14.000,78.43
15.000,78.55
16.000,78.68
17.000,78.83
18.000,79.0
19.000,79.15
20.000,79.22
21.000,79.23
22.000,79.25
23.000,79.23
24.000,79.22
25.000,79.18
26.000,79.02
27.000,78.83
28.000,78.63
29.000,78.48
30.000,78.33
31.000,78.22
32.000,78.1
33.000,78.02
34.000,77.95
35.000,77.88
36.000,77.87
37.000,77.73
38.000,77.57
39.000,77.47
40.000,77.33
41.000,77.18
42.000,77.0
43.000,76.97
44.000,76.92
45.000,77.07
46.000,77.25
47.000,77.27
48.000,77.32
49.000,77.42
50.000,77.48
51.000,77.5
52.000,77.42
53.000,77.27
54.000,77.08
55.000,76.95
56.000,76.82
57.000,76.63
58.000,76.48
59.000,76.35
