timestamp,hr
00.000,75.02
01.000,74.63
02.000,74.28
03.000,73.97
04.000,73.72
05.000,73.53
06.000,73.32
07.000,73.15
08.000,72.95
09.000,72.83
10.000,72.72
11.000,72.58
12.000,72.42
13.000,72.37
14.000,72.32
15.000,72.27
16.000,72.28
17.000,72.25
18.000,72.17
19.000,72.03
20.000,71.77
21.000,71.52
22.000,71.45
23.000,71.42
24.000,71.37
25.000,71.37
26.000,71.25
27.000,71.17
28.000,71.13
29.000,71.12
30.000,71.12
31.000,71.17
32.000,71.17
33.000,71.22
34.000,71.27
35.000,71.25
36.000,71.2
37.000,71.1
38.000,70.98
39.000,70.85
40.000,70.7
41.000,70.55
42.000,70.4
43.000,70.25
44.000,70.15
45.000,70.05
46.000,70.25
47.000,70.47
48.000,70.65
49.000,70.88
50.000,71.07
51.000,71.22
52.000,71.38
53.000,71.53
54.000,71.67
55.000,71.8
56.000,71.82
57.000,71.9
58.000,71.97
59.000,71.97
