timestamp,hr
00.000,101.67
01.000,100.7
02.000,99.75
03.000,98.8
04.000,97.85
05.000,96.9
06.000,95.98
07.000,95.07
08.000,94.17
09.000,93.57
10.000,93.23
11.000,92.95
12.000,92.67
13.000,92.12
14.000,91.52
15.000,90.78
16.000,90.1
17.000,89.52
18.000,88.85
19.000,88.23
20.000,87.68
21.000,87.15
22.000,86.5
23.000,85.88
24.000,85.35
25.000,84.9
26.000,84.58
27.000,84.08
28.000,83.53
29.000,83.03
30.000,82.5
31.000,81.95
32.000,81.37
33.000,80.72
34.000,80.05
35.000,79.45
36.000,79.02
37.000,78.65
38.000,78.57
39.000,78.5
40.000,78.32
41.000,78.22
42.000,78.13
43.000,78.15
44.000,78.13
45.000,78.12
46.000,78.0
47.000,77.95
48.000,77.87
49.000,77.78
50.000,77.7
51.000,77.75
52.000,77.8
53.000,77.83
54.000,77.85
55.000,77.87
56.000,77.88
57.000,77.9
58.000,77.92
59.000,77.93
