timestamp,hr
00.000,72.15
01.000,72.07
02.000,72.02
03.000,72.0
04.000,71.98
05.000,71.97
06.000,71.97
07.000,71.95
08.000,71.95
09.000,71.95
10.000,71.97
11.000,71.98
12.000,72.13
13.000,72.23
14.000,72.35
15.000,72.48
16.000,72.73
17.000,73.03
18.000,73.32
19.000,73.57
20.000,73.47
21.000,73.32
22.000,73.22
23.000,73.15
24.000,73.25
25.000,73.38
26.000,73.53
27.000,73.72
28.000,73.85
29.000,73.87
30.000,73.95
31.000,74.07
32.000,74.12
33.000,74.15
34.000,74.15
35.000,74.1
36.000,74.0
37.000,73.9
38.000,73.8
39.000,73.72
40.000,73.62
41.000,73.53
42.000,73.48
43.000,73.43
44.000,73.4
45.000,73.42
46.000,73.42
47.000,73.47
48.000,73.52
49.000,73.55
50.000,73.57
51.000,73.58
52.000,73.62
53.000,73.65
54.000,73.65
55.000,73.58
56.000,73.53
57.000,73.48
58.000,73.42
59.000,73.35
