timestamp,hr
00.000,98.55
01.000,97.85
02.000,97.07
03.000,96.32
04.000,95.58
05.000,94.85
06.000,94.1
07.000,93.33
08.000,92.47
09.000,91.58
10.000,90.67
11.000,89.78
12.000,88.98
13.000,88.17
14.000,87.67
15.000,87.18
16.000,86.72
17.000,86.22
18.000,85.75
19.000,85.3
20.000,84.9
21.000,84.52
22.000,84.35
23.000,84.17
24.000,83.88
25.000,83.88
26.000,83.88
27.000,83.87
28.000,83.92
29.000,83.97
30.000,84.02
31.000,84.03
32.000,84.03
33.000,83.98
34.000,83.77
35.000,83.47
36.000,83.23
37.000,83.47
38.000,83.67
39.000,83.55
40.000,83.42
41.000,83.25
42.000,83.13
43.000,83.13
44.000,83.23
45.000,83.45
46.000,83.63
47.000,83.85
48.000,84.0
49.000,84.13
50.000,84.27
51.000,84.4
52.000,84.45
53.000,84.53
54.000,84.58
55.000,84.67
56.000,84.67
57.000,84.68
58.000,84.72
59.000,84.77
