timestamp,hr
00.000,126.9
01.000,126.88
02.000,126.9
03.000,126.87
04.000,126.87
05.000,126.87
06.000,126.68
07.000,126.53
08.000,126.42
09.000,126.3
10.000,126.25
11.000,126.17
12.000,126.07
13.000,125.97
14.000,125.8
15.000,125.63
16.000,125.4
17.000,125.12
18.000,124.87
19.000,124.62
20.000,124.35
21.000,124.07
22.000,123.78
23.000,123.58
24.000,123.38
25.000,123.23
26.000,122.98
27.000,122.73
28.000,122.53
29.000,122.27
30.000,121.87
31.000,121.53
32.000,121.22
33.000,120.77
34.000,120.5
35.000,120.18
36.000,119.92
37.000,119.5
38.000,119.12
39.000,118.73
40.000,118.37
41.000,118.0
42.000,117.63
43.000,117.3
44.000,116.95
45.000,116.57
46.000,116.27
47.000,116.0
48.000,115.73
49.000,115.48
50.000,115.27
51.000,115.03
52.000,114.77
53.000,114.58
54.000,114.38
55.000,114.18
56.000,113.97
57.000,113.77
58.000,113.55
59.000,113.4
