timestamp,hr
00.000,106.23
01.000,106.22
02.000,106.23
03.000,106.28
04.000,106.48
05.000,106.78
06.000,107.07
07.000,107.35
08.000,107.58
09.000,107.8
10.000,107.85
11.000,107.87
12.000,108.0
13.000,107.88
14.000,107.75
15.000,107.63
16.000,107.48
17.000,107.3
18.000,107.1
19.000,106.92
20.000,106.73
21.000,106.53
22.000,106.35
23.000,106.13
24.000,105.8
25.000,105.37
26.000,104.97
27.000,104.65
28.000,104.17
29.000,103.67
30.000,103.12
31.000,102.57
32.000,102.05
33.000,101.52
34.000,101.05
35.000,100.57
36.000,100.12
37.000,99.67
38.000,99.23
39.000,98.88
40.000,98.58
41.000,98.28
42.000,98.02
43.000,97.72
44.000,97.37
45.000,96.83
46.000,96.52
47.000,96.18
48.000,95.85
49.000,95.42
50.000,94.95
51.000,94.52
52.000,94.1
53.000,93.7
54.000,93.32
55.000,92.98
56.000,92.75
57.000,92.5
58.000,92.22
59.000,91.93
