timestamp,x,y,z
00.009,15.54,30.06,-32.34
00.028,15.78,29.82,-33.059998
00.069,15.54,29.88,-33.12
00.090,15.9,29.939999,-33.059998
00.128,15.54,29.76,-31.92
00.169,15.299999,29.88,-31.92
00.189,15.599999,30.119999,-32.1
00.229,16.14,30.179998,-32.64
00.268,15.78,30.06,-32.82
00.289,15.36,30.0,-32.399998
00.329,15.9,30.06,-32.34
00.372,16.38,29.82,-32.7
00.407,16.32,29.82,-32.399998
00.427,16.38,29.34,-32.1
00.468,15.9,29.16,-31.32
00.508,15.059999,29.76,-32.04
00.529,15.599999,29.88,-32.399998
00.571,15.719999,30.72,-31.98
00.610,15.839999,30.48,-33.059998
00.628,15.36,30.179998,-33.36
00.668,15.12,30.359999,-32.88
00.708,15.059999,30.84,-32.399998
00.729,14.82,30.599998,-32.7
00.768,15.36,29.82,-32.76
00.808,15.719999,29.099998,-32.219997
00.830,15.78,28.98,-31.98
00.868,15.54,29.82,-32.219997
00.909,15.36,30.24,-32.94
00.929,15.48,30.24,-32.82
00.970,15.299999,30.539999,-32.46
01.008,15.299999,30.42,-32.579998
01.047,15.42,30.119999,-33.66
01.069,15.36,29.939999,-33.899998
01.110,15.839999,29.34,-33.18
01.129,15.96,29.699999,-32.64
01.170,15.66,29.88,-32.7
01.211,15.599999,30.24,-32.52
01.231,15.599999,30.24,-31.98
01.270,15.719999,29.939999,-32.64
01.310,16.08,30.0,-33.42
01.331,16.38,30.179998,-33.899998
01.369,15.78,30.48,-33.239998
01.410,15.66,30.119999,-32.579998
01.450,15.96,30.119999,-32.76
01.470,15.96,30.119999,-32.7
01.510,15.719999,30.179998,-32.64
01.549,16.32,29.64,-32.7
01.570,16.02,28.98,-32.28
01.608,15.599999,29.76,-31.859999
01.649,15.54,30.24,-32.579998
01.669,15.48,30.42,-32.64
01.710,15.719999,30.42,-32.16
01.750,15.54,30.06,-32.1
01.769,15.299999,30.119999,-32.28
01.811,15.78,30.359999,-32.399998
01.849,16.14,30.3,-32.34
01.870,15.9,29.939999,-32.76
01.909,15.299999,29.82,-32.52
01.950,15.719999,29.88,-32.16
01.970,15.719999,30.06,-32.46
02.010,15.96,29.76,-32.219997
02.050,15.24,30.0,-32.76
02.069,15.48,30.179998,-32.88
02.111,16.08,30.3,-33.12
02.148,16.38,29.88,-32.82
02.170,16.38,29.519999,-32.88
02.209,15.96,29.58,-32.7
02.249,15.78,29.88,-32.82
02.289,16.38,29.88,-32.16
02.309,16.32,30.3,-32.16
02.349,15.9,29.64,-32.46
02.388,15.9,29.58,-33.3
02.408,15.78,29.519999,-33.0
02.449,15.96,30.42,-32.7
02.489,16.199999,30.359999,-32.579998
02.510,16.199999,30.119999,-32.1
02.550,15.9,29.46,-32.219997
02.590,16.26,29.46,-33.12
02.609,16.26,29.58,-32.88
02.649,16.8,29.58,-32.76
02.689,16.38,29.099998,-33.059998
02.709,16.02,29.34,-33.239998
02.749,14.88,29.34,-33.54
02.790,15.24,29.34,-33.54
02.811,15.719999,29.46,-32.88
02.850,15.48,29.939999,-32.94
02.889,15.78,30.72,-33.42
02.911,15.78,30.9,-33.6
02.950,15.599999,30.779999,-33.78
02.989,15.78,30.0,-33.3
03.030,15.36,29.939999,-33.48
03.048,15.179999,30.24,-32.88
03.090,15.059999,29.64,-32.34
