ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1600448400.0,sleep,111,,,ALONE,,,home,5,1,3
1600448460.0,sleep,111,,,ALONE,,,home,5,1,3
1600448520.0,sleep,111,,,ALONE,,,home,5,1,3
1600448580.0,sleep,111,,,ALONE,,,home,5,1,3
1600448640.0,sleep,111,,,ALONE,,,home,5,1,3
1600448700.0,sleep,111,,,ALONE,,,home,5,1,3
1600448760.0,sleep,111,,,ALONE,,,home,5,1,3
1600448820.0,sleep,111,,,ALONE,,,home,5,1,3
1600448880.0,sleep,111,,,ALONE,,,home,5,1,3
1600448940.0,sleep,111,,,ALONE,,,home,5,1,3
1600449000.0,sleep,111,,,ALONE,,,home,5,1,3
1600449060.0,sleep,111,,,ALONE,,,home,5,1,3
1600449120.0,sleep,111,,,ALONE,,,home,5,1,3
1600449180.0,sleep,111,,,ALONE,,,home,5,1,3
1600449240.0,sleep,111,,,ALONE,,,home,5,1,3
1600449300.0,sleep,111,,,ALONE,,,home,5,1,3
1600449960.0,sleep,111,,,ALONE,,,home,5,1,3
1600450740.0,sleep,111,,,ALONE,,,home,5,1,3
1600450800.0,sleep,111,,,ALONE,,,home,5,1,3
1600450860.0,sleep,111,,,ALONE,,,home,5,1,3
1600450920.0,sleep,111,,,ALONE,,,home,5,1,3
1600450980.0,sleep,111,,,ALONE,,,home,5,1,3
1600451040.0,sleep,111,,,ALONE,,,home,5,1,3
1600451100.0,sleep,111,,,ALONE,,,home,5,1,3
1600451160.0,sleep,111,,,ALONE,,,home,5,1,3
1600451220.0,sleep,111,,,ALONE,,,home,5,1,3
1600451280.0,sleep,111,,,ALONE,,,home,5,1,3
1600451340.0,sleep,111,,,ALONE,,,home,5,1,3
1600451400.0,sleep,111,,,ALONE,,,home,5,1,3
1600451460.0,sleep,111,,,ALONE,,,home,5,1,3
1600451520.0,sleep,111,,,ALONE,,,home,5,1,3
1600451580.0,sleep,111,,,ALONE,,,home,5,1,3
1600451640.0,sleep,111,,,ALONE,,,home,5,1,3
1600451700.0,sleep,111,,,ALONE,,,home,5,1,3
1600451760.0,sleep,111,,,ALONE,,,home,5,1,3
1600451820.0,sleep,111,,,ALONE,,,home,5,1,3
1600451880.0,sleep,111,,,ALONE,,,home,5,1,3
1600451940.0,sleep,111,,,ALONE,,,home,5,1,3
1600452000.0,sleep,111,,,ALONE,,,home,5,1,3
1600452060.0,sleep,111,,,ALONE,,,home,5,1,3
1600452120.0,sleep,111,,,ALONE,,,home,5,1,3
1600452180.0,sleep,111,,,ALONE,,,home,5,1,3
1600452240.0,sleep,111,,,ALONE,,,home,5,1,3
1600452300.0,sleep,111,,,ALONE,,,home,5,1,3
1600452360.0,sleep,111,,,ALONE,,,home,5,1,3
1600452420.0,sleep,111,,,ALONE,,,home,5,1,3
1600452480.0,sleep,111,,,ALONE,,,home,5,1,3
1600452540.0,sleep,111,,,ALONE,,,home,5,1,3
1600452600.0,sleep,111,,,ALONE,,,home,5,1,3
1600452660.0,sleep,111,,,ALONE,,,home,5,1,3
1600452720.0,sleep,111,,,ALONE,,,home,5,1,3
1600452780.0,sleep,111,,,ALONE,,,home,5,1,3
1600452960.0,sleep,111,,,ALONE,,,home,5,1,3
1600454520.0,sleep,111,,,ALONE,,,home,5,1,3
1600456140.0,sleep,111,,,ALONE,,,home,5,1,3
1600456200.0,sleep,111,,,ALONE,,,home,5,1,3
1600456680.0,sleep,111,,,ALONE,,,home,5,1,3
1600458300.0,sleep,111,,,ALONE,,,home,5,1,3
1600460280.0,sleep,111,,,ALONE,,,home,5,1,3
1600462080.0,sleep,111,,,ALONE,,,home,5,1,3
1600463400.0,sleep,111,,,ALONE,,,home,5,1,3
1600465680.0,sleep,111,,,ALONE,,,home,5,1,3
1600467180.0,sleep,111,,,ALONE,,,home,5,1,3
1600469280.0,sleep,111,,,ALONE,,,home,5,1,3
1600471080.0,sleep,111,,,ALONE,,,home,5,1,3
1600472460.0,sleep,111,,,ALONE,,,home,5,1,3
1600474680.0,sleep,111,,,ALONE,,,home,5,1,3
1600476180.0,sleep,111,,,ALONE,,,home,5,1,3
1600478040.0,sleep,111,,,ALONE,,,home,5,1,3
1600479540.0,sleep,111,,,ALONE,,,home,5,1,3
1600479600.0,sleep,111,,,ALONE,,,home,5,1,3
1600479660.0,sleep,111,,,ALONE,,,home,5,1,3
1600479720.0,sleep,111,,,ALONE,,,home,5,1,3
1600479780.0,sleep,111,,,ALONE,,,home,5,1,3
1600479840.0,sleep,111,,,ALONE,,,home,5,1,3
1600479900.0,sleep,111,,,ALONE,,,home,5,1,3
1600479960.0,sleep,111,,,ALONE,,,home,5,1,3
1600480020.0,sleep,111,,,ALONE,,,home,5,1,3
1600480080.0,sleep,111,,,ALONE,,,home,5,1,3
1600480140.0,sleep,111,,,ALONE,,,home,5,1,3
1600480200.0,sleep,111,,,ALONE,,,home,5,1,3
1600480260.0,sleep,111,,,ALONE,,,home,5,1,3
1600480320.0,sleep,111,,,ALONE,,,home,5,1,3
1600480380.0,sleep,111,,,ALONE,,,home,5,1,3
1600480440.0,sleep,111,,,ALONE,,,home,5,1,3
1600480500.0,sleep,111,,,ALONE,,,home,5,1,3
1600480560.0,sleep,111,,,ALONE,,,home,5,1,3
1600480620.0,sleep,111,,,ALONE,,,home,5,1,3
1600480680.0,sleep,111,,,ALONE,,,home,5,1,3
1600480740.0,sleep,111,,,ALONE,,,home,5,1,3
1600480800.0,personal_care,132,,,ALONE,,,home,6,1,3
1600480860.0,personal_care,132,,,ALONE,,,home,6,1,3
1600480920.0,personal_care,132,,,ALONE,,,home,6,1,3
1600480980.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481040.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481100.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481160.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481220.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481280.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481340.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481400.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481460.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481520.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481580.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481640.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481700.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481760.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481820.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481880.0,personal_care,132,,,ALONE,,,home,6,1,3
1600481940.0,personal_care,132,,,ALONE,,,home,6,1,3
1600482000.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482060.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482120.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482180.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482240.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482300.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482360.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482420.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482480.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482540.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482600.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482660.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482720.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482780.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482840.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482900.0,personal_care,133,,,ALONE,,,home,6,2,3
1600482960.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483020.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483080.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483140.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483200.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483260.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483320.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483380.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483440.0,personal_care,133,,,ALONE,,,home,6,2,3
1600483500.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483560.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483620.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483680.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483740.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483800.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483860.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600483920.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600483980.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600484040.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600484100.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600484160.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,3
1600484220.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600484280.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
1600484340.0,travel,84,move_method,1,WITH_ONE,2,2,outdoor,6,3,4
