ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1600707600.0,sleep,111,,,ALONE,,,home,5,2,3
1600707660.0,sleep,111,,,ALONE,,,home,5,2,3
1600707720.0,sleep,111,,,ALONE,,,home,5,2,3
1600707780.0,sleep,111,,,ALONE,,,home,5,2,3
1600707840.0,sleep,111,,,ALONE,,,home,5,2,3
1600707900.0,sleep,111,,,ALONE,,,home,5,2,3
1600707960.0,sleep,111,,,ALONE,,,home,5,2,3
1600708020.0,sleep,111,,,ALONE,,,home,5,2,3
1600708080.0,sleep,111,,,ALONE,,,home,5,2,3
1600708140.0,sleep,111,,,ALONE,,,home,5,2,3
1600708200.0,sleep,111,,,ALONE,,,home,5,2,3
1600708260.0,sleep,111,,,ALONE,,,home,5,2,3
1600708320.0,sleep,111,,,ALONE,,,home,5,2,3
1600708380.0,sleep,111,,,ALONE,,,home,5,2,3
1600708440.0,sleep,111,,,ALONE,,,home,5,2,3
1600708500.0,sleep,111,,,ALONE,,,home,5,2,3
1600708560.0,sleep,111,,,ALONE,,,home,5,2,3
1600708620.0,sleep,111,,,ALONE,,,home,5,2,3
1600708680.0,sleep,111,,,ALONE,,,home,5,2,3
1600708740.0,sleep,111,,,ALONE,,,home,5,2,3
1600708800.0,sleep,111,,,ALONE,,,home,5,2,3
1600708860.0,sleep,111,,,ALONE,,,home,5,2,3
1600708920.0,sleep,111,,,ALONE,,,home,5,2,3
1600708980.0,sleep,111,,,ALONE,,,home,5,2,3
1600709040.0,sleep,111,,,ALONE,,,home,5,2,3
1600709100.0,sleep,111,,,ALONE,,,home,5,2,3
1600709160.0,sleep,111,,,ALONE,,,home,5,2,3
1600709220.0,sleep,111,,,ALONE,,,home,5,2,3
1600709280.0,sleep,111,,,ALONE,,,home,5,2,3
1600709340.0,sleep,111,,,ALONE,,,home,5,2,3
1600709400.0,sleep,111,,,ALONE,,,home,5,2,3
1600709460.0,sleep,111,,,ALONE,,,home,5,2,3
1600709520.0,sleep,111,,,ALONE,,,home,5,2,3
1600709580.0,sleep,111,,,ALONE,,,home,5,2,3
1600709640.0,sleep,111,,,ALONE,,,home,5,2,3
1600709700.0,sleep,111,,,ALONE,,,home,5,2,3
1600709760.0,sleep,111,,,ALONE,,,home,5,2,3
1600709820.0,sleep,111,,,ALONE,,,home,5,2,3
1600709880.0,sleep,111,,,ALONE,,,home,5,2,3
1600709940.0,sleep,111,,,ALONE,,,home,5,2,3
1600710000.0,sleep,111,,,ALONE,,,home,5,2,3
1600710060.0,sleep,111,,,ALONE,,,home,5,2,3
1600710120.0,sleep,111,,,ALONE,,,home,5,2,3
1600710180.0,sleep,111,,,ALONE,,,home,5,2,3
1600710240.0,sleep,111,,,ALONE,,,home,5,2,3
1600710300.0,sleep,111,,,ALONE,,,home,5,2,3
1600710360.0,sleep,111,,,ALONE,,,home,5,2,3
1600710420.0,sleep,111,,,ALONE,,,home,5,2,3
1600710480.0,sleep,111,,,ALONE,,,home,5,2,3
1600710540.0,sleep,111,,,ALONE,,,home,5,2,3
1600710600.0,sleep,111,,,ALONE,,,home,5,2,3
1600710660.0,sleep,111,,,ALONE,,,home,5,2,3
1600710720.0,sleep,111,,,ALONE,,,home,5,2,3
1600710780.0,sleep,111,,,ALONE,,,home,5,2,3
1600710840.0,sleep,111,,,ALONE,,,home,5,2,3
1600710900.0,sleep,111,,,ALONE,,,home,5,2,3
1600710960.0,sleep,111,,,ALONE,,,home,5,2,3
1600711020.0,sleep,111,,,ALONE,,,home,5,2,3
