ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598986800.0,sleep,111,,,ALONE,,,home,6,1,3
1598986860.0,sleep,111,,,ALONE,,,home,6,1,3
1598986920.0,sleep,111,,,ALONE,,,home,6,1,3
1598987340.0,sleep,111,,,ALONE,,,home,6,1,3
1598988060.0,sleep,111,,,ALONE,,,home,6,1,3
1598988120.0,sleep,111,,,ALONE,,,home,6,1,3
1598988180.0,sleep,111,,,ALONE,,,home,6,1,3
1598988240.0,sleep,111,,,ALONE,,,home,6,1,3
1598988300.0,sleep,111,,,ALONE,,,home,6,1,3
1598988360.0,sleep,111,,,ALONE,,,home,6,1,3
1598988420.0,sleep,111,,,ALONE,,,home,6,1,3
1598988480.0,sleep,111,,,ALONE,,,home,6,1,3
1598988540.0,sleep,111,,,ALONE,,,home,6,1,3
1598988600.0,sleep,111,,,ALONE,,,home,6,1,3
1598988660.0,sleep,111,,,ALONE,,,home,6,1,3
1598988720.0,sleep,111,,,ALONE,,,home,6,1,3
1598988780.0,sleep,111,,,ALONE,,,home,6,1,3
1598988840.0,sleep,111,,,ALONE,,,home,6,1,3
1598988900.0,sleep,111,,,ALONE,,,home,6,1,3
1598988960.0,sleep,111,,,ALONE,,,home,6,1,3
1598989020.0,sleep,111,,,ALONE,,,home,6,1,3
1598989080.0,sleep,111,,,ALONE,,,home,6,1,3
1598989140.0,sleep,111,,,ALONE,,,home,6,1,3
1598989200.0,sleep,111,,,ALONE,,,home,6,1,3
1598989260.0,sleep,111,,,ALONE,,,home,6,1,3
1598989320.0,sleep,111,,,ALONE,,,home,6,1,3
1598989380.0,sleep,111,,,ALONE,,,home,6,1,3
1598989440.0,sleep,111,,,ALONE,,,home,6,1,3
1598989500.0,sleep,111,,,ALONE,,,home,6,1,3
1598989560.0,sleep,111,,,ALONE,,,home,6,1,3
1598989620.0,sleep,111,,,ALONE,,,home,6,1,3
1598989680.0,sleep,111,,,ALONE,,,home,6,1,3
1598989740.0,sleep,111,,,ALONE,,,home,6,1,3
1598989800.0,sleep,111,,,ALONE,,,home,6,1,3
1598989860.0,sleep,111,,,ALONE,,,home,6,1,3
1598989920.0,sleep,111,,,ALONE,,,home,6,1,3
1598989980.0,sleep,111,,,ALONE,,,home,6,1,3
1598990040.0,sleep,111,,,ALONE,,,home,6,1,3
1598990100.0,sleep,111,,,ALONE,,,home,6,1,3
1598990280.0,sleep,111,,,ALONE,,,home,6,1,3
1598991840.0,sleep,111,,,ALONE,,,home,6,1,3
1598993460.0,sleep,111,,,ALONE,,,home,6,1,3
1598993640.0,sleep,111,,,ALONE,,,home,6,1,3
1598995380.0,sleep,111,,,ALONE,,,home,6,1,3
1598997180.0,sleep,111,,,ALONE,,,home,6,1,3
1598998980.0,sleep,111,,,ALONE,,,home,6,1,3
1599000780.0,sleep,111,,,ALONE,,,home,6,1,3
1599002880.0,sleep,111,,,ALONE,,,home,6,1,3
1599004380.0,sleep,111,,,ALONE,,,home,6,1,3
1599006180.0,sleep,111,,,ALONE,,,home,6,1,3
1599008700.0,sleep,111,,,ALONE,,,home,6,1,3
1599009780.0,sleep,111,,,ALONE,,,home,6,1,3
1599011460.0,sleep,111,,,ALONE,,,home,6,1,3
1599011520.0,sleep,111,,,ALONE,,,home,6,1,3
1599011580.0,sleep,111,,,ALONE,,,home,6,1,3
1599011640.0,sleep,111,,,ALONE,,,home,6,1,3
1599011700.0,sleep,111,,,ALONE,,,home,6,1,3
1599011760.0,sleep,111,,,ALONE,,,home,6,1,3
1599011820.0,sleep,111,,,ALONE,,,home,6,1,3
1599011880.0,sleep,111,,,ALONE,,,home,6,1,3
1599011940.0,sleep,111,,,ALONE,,,home,6,1,3
1599012000.0,sleep,111,,,ALONE,,,home,6,1,3
1599012060.0,sleep,111,,,ALONE,,,home,6,1,3
1599012120.0,sleep,111,,,ALONE,,,home,6,1,3
1599012180.0,sleep,111,,,ALONE,,,home,6,1,3
1599012240.0,sleep,111,,,ALONE,,,home,6,1,3
1599012300.0,sleep,111,,,ALONE,,,home,6,1,3
1599012360.0,sleep,111,,,ALONE,,,home,6,1,3
1599012420.0,sleep,111,,,ALONE,,,home,6,1,3
1599012480.0,sleep,111,,,ALONE,,,home,6,1,3
1599012540.0,sleep,111,,,ALONE,,,home,6,1,3
1599012600.0,sleep,111,,,ALONE,,,home,6,1,3
1599012660.0,sleep,111,,,ALONE,,,home,6,1,3
1599012780.0,sleep,111,,,ALONE,,,home,6,1,3
1599012780.0,sleep,111,,,ALONE,,,home,6,1,3
1599012900.0,sleep,111,,,ALONE,,,home,6,1,3
1599012900.0,sleep,111,,,ALONE,,,home,6,1,3
1599012960.0,sleep,111,,,ALONE,,,home,6,1,3
1599013020.0,sleep,111,,,ALONE,,,home,6,1,3
1599013080.0,sleep,111,,,ALONE,,,home,6,1,3
1599013140.0,sleep,111,,,ALONE,,,home,6,1,3
1599013200.0,sleep,111,,,ALONE,,,home,6,1,3
1599013260.0,sleep,111,,,ALONE,,,home,6,1,3
1599013320.0,sleep,111,,,ALONE,,,home,6,1,3
1599013380.0,sleep,111,,,ALONE,,,home,6,1,3
1599013440.0,sleep,111,,,ALONE,,,home,6,1,3
1599013680.0,sleep,111,,,ALONE,,,home,6,1,3
1599015060.0,sleep,111,,,ALONE,,,home,6,1,3
1599015120.0,sleep,111,,,ALONE,,,home,6,1,3
1599015180.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015240.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015300.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015360.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015420.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015480.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015540.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599015600.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015660.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015720.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015780.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015840.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015900.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599015960.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016020.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016080.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016140.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016200.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016260.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016320.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016380.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016440.0,socialising,712,,,ALONE,3,3,home,6,3,3
1599016500.0,socialising,712,,,ALONE,3,3,home,6,3,3
