timestamp,x,y,z
00.014,1.1612233,0.7853221,9.62259
00.055,1.1468576,0.7805336,9.627379
00.091,1.1540405,0.7781393,9.624985
00.131,1.158829,0.77574503,9.62259
00.156,1.1468576,0.7733508,9.629773
00.190,1.1540405,0.7805336,9.636956
00.232,1.1564348,0.77574503,9.62259
00.252,1.1612233,0.7805336,9.632168
00.289,1.1540405,0.7781393,9.62259
00.331,1.1612233,0.77574503,9.617802
00.351,1.1444633,0.7781393,9.636956
00.391,1.1444633,0.7709565,9.613013
00.431,1.1540405,0.7709565,9.63935
00.452,1.1468576,0.77574503,9.641745
00.491,1.1396748,0.77574503,9.641745
00.531,1.1540405,0.7805336,9.62259
00.551,1.1492519,0.7685622,9.629773
00.589,1.1444633,0.7685622,9.629773
00.629,1.1540405,0.7733508,9.627379
00.649,1.1540405,0.7781393,9.624985
00.691,1.1540405,0.77574503,9.651321
00.730,1.1540405,0.7709565,9.60583
00.750,1.1492519,0.7589851,9.629773
00.790,1.1420691,0.7805336,9.620196
00.831,1.1468576,0.7733508,9.632168
00.851,1.1708003,0.7853221,9.641745
00.890,1.1540405,0.7709565,9.632168
00.930,1.1516461,0.7733508,9.636956
00.952,1.1468576,0.7853221,9.62259
00.991,1.1612233,0.7853221,9.63935
01.031,1.1540405,0.7709565,9.629773
01.071,1.1540405,0.7829279,9.615408
01.092,1.158829,0.76616794,9.634562
01.131,1.158829,0.77574503,9.641745
01.171,1.1492519,0.7853221,9.632168
01.192,1.1444633,0.77574503,9.634562
01.229,1.1516461,0.7853221,9.624985
01.270,1.1564348,0.7733508,9.629773
01.290,1.1468576,0.7877164,9.656111
01.330,1.1636176,0.7733508,9.634562
01.369,1.1516461,0.7685622,9.624985
01.391,1.1444633,0.7877164,9.617802
01.429,1.1660118,0.7805336,9.636956
01.471,1.1516461,0.76137936,9.624985
01.492,1.1564348,0.7829279,9.615408
01.532,1.1348863,0.7805336,9.632168
01.572,1.1420691,0.7853221,9.624985
01.590,1.1684061,0.7781393,9.629773
01.631,1.1516461,0.7829279,9.601042
01.670,1.1564348,0.7829279,9.636956
01.691,1.1564348,0.7781393,9.636956
01.730,1.1300977,0.7685622,9.629773
01.771,1.1396748,0.7805336,9.627379
01.810,1.1516461,0.7829279,9.62259
01.831,1.1612233,0.7709565,9.613013
01.872,1.1564348,0.7829279,9.624985
01.910,1.1564348,0.7901107,9.615408
01.930,1.1516461,0.7733508,9.646533
01.970,1.1492519,0.7685622,9.632168
02.010,1.1372806,0.7805336,9.629773
02.030,1.1468576,0.7733508,9.615408
02.071,1.1516461,0.79250497,9.636956
02.110,1.158829,0.7829279,9.641745
02.130,1.1300977,0.7829279,9.641745
02.170,1.1564348,0.7877164,9.641745
02.214,1.1492519,0.7709565,9.634562
02.232,1.1468576,0.7733508,9.624985
02.269,1.1564348,0.7805336,9.644139
02.309,1.1660118,0.7805336,9.636956
02.329,1.1516461,0.7781393,9.624985
02.370,1.1516461,0.7637737,9.62259
02.412,1.1444633,0.7685622,9.646533
02.429,1.1612233,0.7733508,9.62259
02.470,1.1684061,0.77574503,9.613013
02.510,1.1612233,0.79250497,9.62259
02.530,1.1372806,0.7781393,9.632168
02.569,1.1516461,0.7709565,9.648928
02.609,1.1492519,0.76137936,9.627379
02.631,1.1444633,0.7709565,9.641745
02.669,1.1468576,0.7853221,9.634562
02.709,1.1564348,0.77574503,9.636956
02.750,1.1612233,0.7829279,9.627379
02.769,1.1684061,0.7901107,9.646533
02.809,1.1540405,0.7709565,9.627379
02.850,1.1468576,0.7733508,9.629773
02.869,1.1684061,0.7805336,9.624985
02.909,1.1396748,0.7877164,9.636956
02.949,1.1636176,0.7805336,9.632168
02.972,1.1636176,0.7901107,9.629773
03.011,1.1516461,0.76616794,9.632168
03.049,1.1468576,0.77574503,9.632168
03.069,1.1708003,0.7709565,9.636956
03.110,1.1660118,0.7781393,9.62259
03.150,1.1516461,0.7733508,9.634562
03.169,1.1540405,0.749408,9.636956
03.210,1.1372806,0.7709565,9.634562
03.250,1.1468576,0.7877164,9.629773
03.270,1.1612233,0.7685622,9.627379
03.310,1.1516461,0.7877164,9.63935
03.349,1.1516461,0.7853221,9.641745
03.372,1.1516461,0.77574503,9.627379
03.414,1.1684061,0.7853221,9.634562
03.450,1.132492,0.7685622,9.644139
03.489,1.1612233,0.7805336,9.641745
03.509,1.1444633,0.7853221,9.629773
03.549,1.158829,0.76137936,9.629773
03.590,1.158829,0.7733508,9.629773
03.610,1.1540405,0.7733508,9.634562
03.651,1.1540405,0.77574503,9.632168
03.691,1.158829,0.7829279,9.656111
03.711,1.1684061,0.7901107,9.627379
03.751,1.1540405,0.7781393,9.651321
03.791,1.1468576,0.75180227,9.632168
03.811,1.158829,0.7948992,9.634562
03.851,1.1540405,0.77574503,9.641745
03.890,1.1516461,0.7685622,9.648928
03.911,1.1612233,0.7829279,9.634562
03.951,1.1492519,0.79250497,9.624985
03.991,1.158829,0.7685622,9.624985
04.010,1.1468576,0.77574503,9.63935
04.050,1.1540405,0.76137936,9.629773
04.091,1.1708003,0.7733508,9.634562
04.111,1.1684061,0.7781393,9.646533
04.150,1.1612233,0.7948992,9.646533
04.190,1.1612233,0.7733508,9.632168
04.211,1.1564348,0.7685622,9.613013
04.251,1.1564348,0.7781393,9.641745
04.291,1.1468576,0.7733508,9.624985
04.311,1.1612233,0.7733508,9.632168
04.352,1.1636176,0.76616794,9.629773
04.391,1.1731946,0.7853221,9.63935
04.432,1.158829,0.7829279,9.648928
04.460,1.1468576,0.77574503,9.634562
04.489,1.1636176,0.7733508,9.653716
04.529,1.1636176,0.7733508,9.634562
04.549,1.1540405,0.7805336,9.634562
04.589,1.1516461,0.7853221,9.627379
04.630,1.132492,0.77574503,9.641745
04.650,1.1516461,0.7733508,9.63935
04.691,1.1564348,0.7829279,9.656111
04.731,1.1516461,0.7805336,9.646533
04.750,1.158829,0.77574503,9.632168
04.791,1.1420691,0.7733508,9.641745
04.831,1.1731946,0.77574503,9.627379
04.850,1.1444633,0.77574503,9.624985
04.890,1.1420691,0.7805336,9.636956
04.930,1.1516461,0.7781393,9.634562
04.950,1.1396748,0.7733508,9.629773
04.990,1.158829,0.7709565,9.624985
05.029,1.1540405,0.7685622,9.636956
05.071,1.1540405,0.76137936,9.634562
05.089,1.1660118,0.7733508,9.63935
05.131,1.1492519,0.7805336,9.634562
05.174,1.1444633,0.7853221,9.629773
05.190,1.1636176,0.7805336,9.641745
05.229,1.158829,0.76616794,9.641745
05.270,1.1372806,0.7781393,9.634562
05.292,1.1731946,0.77574503,9.636956
05.335,1.1444633,0.7829279,9.636956
05.369,1.158829,0.77574503,9.634562
05.389,1.1612233,0.7805336,9.620196
05.430,1.158829,0.7829279,9.632168
05.469,1.1636176,0.7709565,9.636956
05.489,1.1444633,0.7709565,9.632168
05.529,1.1396748,0.7733508,9.632168
05.569,1.1731946,0.7733508,9.62259
05.589,1.1444633,0.7685622,9.624985
05.628,1.1253091,0.77574503,9.632168
05.670,1.1540405,0.7829279,9.634562
05.691,1.1660118,0.7805336,9.636956
05.731,1.1444633,0.7733508,9.644139
05.771,1.1516461,0.7805336,9.627379
05.791,1.1468576,0.7733508,9.651321
05.831,1.1564348,0.7685622,9.63935
05.869,1.1875603,0.7685622,9.644139
05.891,1.1492519,0.7709565,9.624985
05.928,1.1779832,0.7781393,9.627379
05.970,1.1444633,0.76137936,9.646533
06.009,1.1612233,0.7733508,9.620196
06.030,1.1636176,0.7829279,9.629773
06.069,1.1468576,0.76616794,9.63935
06.111,1.1396748,0.7805336,9.636956
06.131,1.1492519,0.7805336,9.624985
06.170,1.1468576,0.7685622,9.620196
06.211,1.1516461,0.75659084,9.620196
06.231,1.1516461,0.79250497,9.641745
06.270,1.1564348,0.7637737,9.636956
06.310,1.1444633,0.7877164,9.627379
06.330,1.1612233,0.7805336,9.624985
06.370,1.1516461,0.76137936,9.63935
06.409,1.1516461,0.7853221,9.624985
06.430,1.1468576,0.7829279,9.63935
06.470,1.1492519,0.7709565,9.634562
06.510,1.1396748,0.7733508,9.624985
06.557,1.1612233,0.7829279,9.634562
06.569,1.1564348,0.76616794,9.648928
06.610,1.1612233,0.7829279,9.624985
06.629,1.1348863,0.7709565,9.644139
06.671,1.1516461,0.7805336,9.62259
06.708,1.1492519,0.7709565,9.632168
06.730,1.1636176,0.7781393,9.636956
06.768,1.1684061,0.7589851,9.651321
06.808,1.1468576,0.7948992,9.636956
06.849,1.1468576,0.7901107,9.632168
06.871,1.1300977,0.7948992,9.641745
06.910,1.1468576,0.7685622,9.629773
06.949,1.1468576,0.7829279,9.62259
06.971,1.1564348,0.7781393,9.641745
07.009,1.1540405,0.7805336,9.636956
07.051,1.1516461,0.7805336,9.636956
07.070,1.1372806,0.7948992,9.63935
07.110,1.1492519,0.7996878,9.644139
07.151,1.1564348,0.7853221,9.646533
07.170,1.1612233,0.77574503,9.62259
07.211,1.1564348,0.76616794,9.646533
07.250,1.1612233,0.7805336,9.624985
07.271,1.1540405,0.7685622,9.634562
07.310,1.1348863,0.7805336,9.632168
07.350,1.1372806,0.7877164,9.646533
07.369,1.1396748,0.76137936,9.629773
07.409,1.1612233,0.7709565,9.627379
07.449,1.1516461,0.7709565,9.634562
07.470,1.1612233,0.7781393,9.63935
07.508,1.1468576,0.7685622,9.624985
07.549,1.1492519,0.7733508,9.627379
07.588,1.1372806,0.76616794,9.63935
07.609,1.158829,0.75659084,9.62259
07.649,1.1420691,0.76616794,9.629773
07.690,1.1492519,0.7853221,9.63935
07.711,1.1372806,0.7709565,9.636956
07.750,1.1612233,0.7733508,9.644139
07.790,1.1564348,0.7805336,9.627379
07.810,1.158829,0.7805336,9.624985
07.850,1.1492519,0.7853221,9.624985
07.890,1.1492519,0.7829279,9.644139
07.909,1.1564348,0.7877164,9.620196
07.950,1.1420691,0.75659084,9.634562
07.990,1.1396748,0.7901107,9.627379
08.010,1.1564348,0.77574503,9.634562
08.050,1.1660118,0.7709565,9.624985
08.090,1.1516461,0.7829279,9.641745
08.110,1.1612233,0.7733508,9.617802
08.151,1.1660118,0.7805336,9.636956
08.190,1.1540405,0.7709565,9.62259
08.210,1.1540405,0.7805336,9.62259
08.250,1.1612233,0.76137936,9.636956
08.291,1.1516461,0.7541966,9.651321
08.309,1.1468576,0.76137936,9.608225
08.351,1.1396748,0.77574503,9.627379
08.390,1.1540405,0.7733508,9.632168
08.410,1.1564348,0.7805336,9.629773
08.450,1.1372806,0.7709565,9.63935
08.489,1.1636176,0.77574503,9.63935
08.528,1.1540405,0.76137936,9.617802
08.549,1.1564348,0.7805336,9.629773
08.589,1.1540405,0.7805336,9.641745
08.631,1.1348863,0.7805336,9.634562
08.650,1.1492519,0.7829279,9.634562
08.690,1.1516461,0.77574503,9.632168
08.730,1.1420691,0.77574503,9.641745
08.749,1.1612233,0.77574503,9.629773
08.790,1.1564348,0.7709565,9.636956
08.829,1.158829,0.76616794,9.648928
08.850,1.1492519,0.77574503,9.636956
08.891,1.1612233,0.7733508,9.62259
08.931,1.1612233,0.76137936,9.634562
08.950,1.1396748,0.77574503,9.634562
08.990,1.158829,0.7829279,9.629773
09.031,1.1684061,0.79250497,9.629773
09.050,1.1420691,0.76616794,9.634562
09.090,1.158829,0.7805336,9.632168
09.130,1.1348863,0.7948992,9.63935
09.151,1.1516461,0.77574503,9.634562
09.191,1.1660118,0.77574503,9.617802
09.230,1.1444633,0.7685622,9.636956
09.251,1.1660118,0.7733508,9.634562
09.291,1.1540405,0.7877164,9.636956
09.331,1.1348863,0.7733508,9.641745
09.369,1.1564348,0.7805336,9.632168
09.388,1.1564348,0.7781393,9.620196
09.430,1.1492519,0.7781393,9.634562
09.458,1.1516461,0.7901107,9.641745
09.490,1.1468576,0.7877164,9.634562
09.530,1.1396748,0.7685622,9.644139
09.569,1.1612233,0.7733508,9.624985
09.590,1.1372806,0.7637737,9.644139
09.630,1.1564348,0.7853221,9.63935
09.671,1.1516461,0.76137936,9.629773
09.691,1.1516461,0.7805336,9.636956
09.730,1.1396748,0.7829279,9.632168
09.771,1.1396748,0.7733508,9.617802
09.792,1.1564348,0.7781393,9.634562
09.831,1.1420691,0.7781393,9.632168
09.872,1.1564348,0.77574503,9.632168
09.891,1.1492519,0.76616794,9.636956
09.932,1.1420691,0.7781393,9.632168
09.972,1.1492519,0.7829279,9.636956
09.991,1.1444633,0.7877164,9.634562
10.031,1.1372806,0.77574503,9.632168
10.070,1.1540405,0.7853221,9.629773
10.091,1.1684061,0.7805336,9.648928
10.131,1.1444633,0.79250497,9.634562
10.170,1.1444633,0.7805336,9.629773
10.192,1.1420691,0.7685622,9.632168
10.231,1.1396748,0.7709565,9.636956
10.271,1.1540405,0.7805336,9.641745
10.309,1.1420691,0.79250497,9.632168
10.331,1.1516461,0.7781393,9.632168
10.371,1.1564348,0.76137936,9.624985
10.410,1.1468576,0.7781393,9.615408
10.434,1.1372806,0.7685622,9.644139
10.476,1.1540405,0.7709565,9.62259
10.510,1.1516461,0.77574503,9.632168
10.530,1.1396748,0.7805336,9.62259
10.570,1.1540405,0.7853221,9.653716
10.609,1.1396748,0.7685622,9.636956
10.630,1.1516461,0.7709565,9.63935
10.669,1.1612233,0.7805336,9.63935
10.710,1.1468576,0.76137936,9.648928
10.731,1.158829,0.7781393,9.627379
10.770,1.1468576,0.7685622,9.632168
10.811,1.1420691,0.7709565,9.624985
10.831,1.1564348,0.7709565,9.634562
10.871,1.1468576,0.7829279,9.641745
