ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1601054580.0,sleep,111,,,ALONE,,,home,5,1,3
1601056860.0,sleep,111,,,ALONE,,,home,5,1,3
1601058180.0,sleep,111,,,ALONE,,,home,5,1,3
1601060040.0,sleep,111,,,ALONE,,,home,5,1,3
1601061900.0,sleep,111,,,ALONE,,,home,5,1,3
1601063640.0,sleep,111,,,ALONE,,,home,5,1,3
1601065320.0,sleep,111,,,ALONE,,,home,5,1,3
1601068260.0,sleep,111,,,ALONE,,,home,5,1,3
1601068920.0,sleep,111,,,ALONE,,,home,5,1,3
1601071140.0,sleep,111,,,ALONE,,,home,5,1,3
1601072580.0,sleep,111,,,ALONE,,,home,5,1,3
1601074500.0,sleep,111,,,ALONE,,,home,5,1,3
1601076120.0,sleep,111,,,ALONE,,,home,5,1,3
1601079000.0,sleep,111,,,ALONE,,,home,5,1,3
1601079900.0,sleep,111,,,ALONE,,,home,5,1,3
1601081820.0,sleep,111,,,ALONE,,,home,5,1,3
1601083440.0,sleep,111,,,ALONE,,,home,5,1,3
1601085240.0,sleep,111,,,ALONE,,,home,5,1,3
1601086980.0,sleep,111,,,ALONE,,,home,5,1,3
1601088660.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601088720.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601088780.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601088840.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601088900.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601088960.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089020.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089080.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089140.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089200.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089260.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089320.0,recreation_etc,793,,,ALONE,,,home,5,1,3
1601089380.0,recreation_etc,793,,,ALONE,,,home,5,1,3
