timestamp,hr
00.000,115.62
01.000,115.7
02.000,115.83
03.000,116.12
04.000,116.07
05.000,116.0
06.000,115.95
07.000,116.0
08.000,116.07
09.000,116.15
10.000,116.15
11.000,116.08
12.000,115.72
13.000,115.43
14.000,115.15
15.000,114.85
16.000,114.52
17.000,114.12
18.000,113.65
19.000,113.18
20.000,112.77
21.000,112.38
22.000,112.12
23.000,111.78
24.000,111.35
25.000,111.02
26.000,110.7
27.000,110.42
28.000,110.1
29.000,109.77
30.000,109.45
31.000,109.15
32.000,108.92
33.000,108.72
34.000,108.57
35.000,108.4
36.000,108.27
37.000,108.18
38.000,107.97
39.000,107.78
40.000,107.57
41.000,107.32
42.000,107.07
43.000,106.9
44.000,106.72
45.000,106.53
46.000,106.33
47.000,106.17
48.000,106.03
49.000,105.92
50.000,105.83
51.000,105.78
52.000,105.75
53.000,105.72
54.000,105.72
55.000,105.7
56.000,105.7
57.000,105.67
58.000,105.68
59.000,105.68
