timestamp,hr
00.000,92.97
01.000,93.22
02.000,93.5
03.000,93.8
04.000,94.12
05.000,94.47
06.000,94.87
07.000,95.13
08.000,95.42
09.000,95.68
10.000,95.93
11.000,96.22
12.000,96.45
13.000,96.65
14.000,96.78
15.000,96.87
16.000,96.93
17.000,96.9
18.000,96.92
19.000,96.92
20.000,96.93
21.000,96.87
22.000,96.8
23.000,96.75
24.000,96.72
25.000,96.67
26.000,96.43
27.000,96.23
28.000,96.03
29.000,95.88
30.000,95.7
31.000,95.58
32.000,95.47
33.000,95.35
34.000,95.28
35.000,95.23
36.000,95.15
37.000,95.08
38.000,95.03
39.000,94.98
40.000,94.95
41.000,94.9
42.000,94.85
43.000,94.77
44.000,94.72
45.000,94.68
46.000,94.62
47.000,94.6
48.000,94.62
49.000,94.58
50.000,94.58
51.000,94.6
52.000,94.6
53.000,94.57
54.000,94.45
55.000,94.3
56.000,94.17
57.000,94.03
58.000,93.92
59.000,93.73
