timestamp,hr
00.000,75.5
01.000,75.86
02.000,75.41
03.000,74.96
04.000,74.71
05.000,74.52
06.000,74.31
07.000,74.19
08.000,74.11
09.000,74.1
10.000,74.13
11.000,74.16
12.000,74.25
13.000,74.42
14.000,74.59
15.000,74.77
16.000,74.92
17.000,75.11
18.000,75.34
19.000,75.62
20.000,75.9
21.000,76.15
22.000,76.38
23.000,76.65
24.000,76.89
25.000,77.09
26.000,77.33
27.000,77.55
28.000,77.77
29.000,78.0
30.000,78.24
31.000,78.43
32.000,78.58
33.000,78.72
34.000,78.85
35.000,79.0
36.000,79.16
37.000,79.28
38.000,79.4
39.000,79.53
40.000,79.67
41.000,80.28
42.000,80.63
43.000,80.68
44.000,80.73
45.000,81.18
46.000,81.3
47.000,81.52
48.000,81.75
49.000,82.02
50.000,82.2
51.000,82.43
52.000,82.65
53.000,82.73
54.000,82.85
55.000,82.9
56.000,82.88
57.000,82.83
58.000,82.85
59.000,82.8
