ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598715060.0,sleep,111,,,ALONE,,,home,6,1,3
1598716800.0,sleep,111,,,ALONE,,,home,6,1,3
1598718840.0,sleep,111,,,ALONE,,,home,6,1,3
1598720220.0,sleep,111,,,ALONE,,,home,6,1,3
1598720280.0,sleep,111,,,ALONE,,,home,6,1,3
1598720340.0,sleep,111,,,ALONE,,,home,6,1,3
1598720400.0,sleep,111,,,ALONE,,,home,6,1,3
1598720460.0,sleep,111,,,ALONE,,,home,6,1,3
1598744340.0,sleep,111,,,ALONE,,,home,6,1,3
1598745900.0,sleep,111,,,ALONE,,,home,6,1,3
1598746980.0,sleep,111,,,ALONE,,,home,6,1,3
1598749920.0,sleep,111,,,ALONE,,,home,6,1,3
1598750340.0,sleep,111,,,ALONE,,,home,6,1,3
1598750400.0,sleep,111,,,ALONE,,,home,6,1,3
1598750460.0,sleep,111,,,ALONE,,,home,6,1,3
1598750520.0,sleep,111,,,ALONE,,,home,6,1,3
1598750580.0,sleep,111,,,ALONE,,,home,6,1,3
1598751540.0,sleep,111,,,ALONE,,,home,6,1,3
1598753340.0,sleep,111,,,ALONE,,,home,6,1,3
1598754240.0,sleep,111,,,ALONE,,,home,6,1,3
1598757000.0,sleep,111,,,ALONE,,,home,6,1,3
1598758500.0,sleep,111,,,ALONE,,,home,6,1,3
1598759340.0,sleep,111,,,ALONE,,,home,6,1,3
1598759400.0,sleep,111,,,ALONE,,,home,6,1,3
1598759460.0,sleep,111,,,ALONE,,,home,6,1,3
1598759520.0,sleep,111,,,ALONE,,,home,6,1,3
1598759580.0,sleep,111,,,ALONE,,,home,6,1,3
1598759640.0,sleep,111,,,ALONE,,,home,6,1,3
1598759700.0,sleep,111,,,ALONE,,,home,6,1,3
1598759760.0,sleep,111,,,ALONE,,,home,6,1,3
1598759820.0,sleep,111,,,ALONE,,,home,6,1,3
1598759880.0,sleep,111,,,ALONE,,,home,6,1,3
1598760600.0,sleep,111,,,ALONE,,,home,6,1,3
1598761560.0,household,43,,,ALONE,,,home,6,1,3
1598761620.0,household,43,,,ALONE,,,home,6,1,3
1598761680.0,household,43,,,ALONE,,,home,6,1,3
1598761740.0,household,43,,,ALONE,,,home,6,1,3
1598761800.0,household,43,,,ALONE,,,home,6,1,3
1598761860.0,household,43,,,ALONE,,,home,6,1,3
1598761920.0,household,43,,,ALONE,,,home,6,1,3
1598762280.0,household,43,,,ALONE,,,home,6,1,3
1598764020.0,meal,121,meal_amount,2,WITH_ONE,2,2,home,7,1,3
1598765340.0,household,41,,,ALONE,,,home,6,2,3
1598766960.0,recreation_etc,793,,,WITH_ONE,2,1,home,7,1,3
1598767200.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598769480.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598770800.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772360.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772420.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772480.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772540.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772600.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772660.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772720.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772780.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772840.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772900.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598772960.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598773020.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598773080.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598773140.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598773200.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598773500.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598774400.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598775960.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776020.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776080.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776140.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776200.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776260.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776320.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776380.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598776500.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598777100.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598777820.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
1598777820.0,recreation_media,722,,,WITH_ONE,2,2,home,7,1,3
