ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598689200.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689260.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689320.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689380.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689440.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689500.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689560.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689620.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689680.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689740.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689800.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689860.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689920.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598689980.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598690040.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598690100.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598690160.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598690220.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598690280.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691240.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,4
1598691300.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691360.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691420.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691480.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691540.0,work,212,,,WITH_MANY,5,2,other_indoor,4,3,3
1598691660.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,0
1598691720.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,3
1598691780.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,0
1598691840.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,0
1598691900.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,0
1598691960.0,travel,82,move_method,6,WITH_ONE,2,3,outdoor,7,2,3
