ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1600533000.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533060.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533120.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533180.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533240.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533300.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533360.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533420.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533480.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533540.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533600.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533660.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533720.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533780.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533840.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533900.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600533960.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534020.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534080.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534140.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534200.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534260.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534320.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534380.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534440.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534500.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534560.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534620.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534680.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534740.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534800.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534860.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534920.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600534980.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535040.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535100.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535160.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535220.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535280.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535340.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535400.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535460.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535520.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535580.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535640.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535700.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535760.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535820.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535880.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600535940.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536000.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536060.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536120.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536180.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536240.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536300.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536360.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536420.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536480.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536540.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536600.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536660.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
1600536720.0,sleep,111,,,WITH_ONE,2,1,other_indoor,5,1,3
