timestamp,eda
00.000,0.133258
00.250,0.13454
00.500,0.13454
00.750,0.13454
01.000,0.13454
01.250,0.13454
01.500,0.13454
01.750,0.13454
02.000,0.13454
02.250,0.13454
02.500,0.135821
02.750,0.13454
03.000,0.13454
03.250,0.135821
03.500,0.13454
03.750,0.13454
04.000,0.13454
04.250,0.13454
04.500,0.135821
04.750,0.135821
05.000,0.135821
05.250,0.135821
05.500,0.135821
05.750,0.135821
06.000,0.13454
06.250,0.13454
06.500,0.13454
06.750,0.13454
07.000,0.135821
07.250,0.13454
07.500,0.135821
07.750,0.135821
08.000,0.13454
08.250,0.13454
08.500,0.135821
08.750,0.13454
09.000,0.13454
09.250,0.13454
09.500,0.13454
09.750,0.13454
10.000,0.13454
10.250,0.135821
10.500,0.135821
10.750,0.135821
11.000,0.135821
11.250,0.135821
11.500,0.135821
11.750,0.135821
12.000,0.13454
12.250,0.13454
12.500,0.135821
12.750,0.13454
13.000,0.137102
13.250,0.13454
13.500,0.13454
13.750,0.135821
14.000,0.13454
14.250,0.13454
14.500,0.13454
14.750,0.13454
15.000,0.135821
15.250,0.137102
15.500,0.13454
15.750,0.137102
16.000,0.13454
16.250,0.135821
16.500,0.135821
16.750,0.13454
17.000,0.13454
17.250,0.135821
17.500,0.135821
17.750,0.13454
18.000,0.135821
18.250,0.13454
18.500,0.135821
18.750,0.13454
19.000,0.13454
19.250,0.135821
19.500,0.13454
19.750,0.13454
20.000,0.135821
20.250,0.13454
20.500,0.13454
20.750,0.13454
21.000,0.13454
21.250,0.138384
21.500,0.13454
21.750,0.13454
22.000,0.137102
22.250,0.135821
22.500,0.13454
22.750,0.135821
23.000,0.135821
23.250,0.137102
23.500,0.135821
23.750,0.13454
24.000,0.137102
24.250,0.135821
24.500,0.135821
24.750,0.13454
25.000,0.135821
25.250,0.13454
25.500,0.13454
25.750,0.13454
26.000,0.135821
26.250,0.135821
26.500,0.135821
26.750,0.137102
27.000,0.13454
27.250,0.135821
27.500,0.13454
27.750,0.133258
28.000,0.135821
28.250,0.135821
28.500,0.135821
28.750,0.13454
29.000,0.135821
29.250,0.135821
29.500,0.137102
29.750,0.135821
30.000,0.137102
30.250,0.137102
30.500,0.137102
30.750,0.135821
31.000,0.135821
31.250,0.138384
31.500,0.137102
31.750,0.137102
32.000,0.137102
32.250,0.138384
32.500,0.135821
32.750,0.137102
33.000,0.137102
33.250,0.137102
33.500,0.135821
33.750,0.135821
34.000,0.137102
34.250,0.135821
34.500,0.135821
34.750,0.137102
35.000,0.137102
35.250,0.137102
35.500,0.137102
35.750,0.135821
36.000,0.13454
36.250,0.137102
36.500,0.135821
36.750,0.135821
37.000,0.137102
37.250,0.135821
37.500,0.135821
37.750,0.138384
38.000,0.135821
38.250,0.137102
38.500,0.135821
38.750,0.137102
39.000,0.135821
39.250,0.135821
39.500,0.135821
39.750,0.137102
40.000,0.135821
40.250,0.137102
40.500,0.138384
40.750,0.135821
41.000,0.137102
41.250,0.135821
41.500,0.137102
41.750,0.135821
42.000,0.137102
42.250,0.138384
42.500,0.137102
42.750,0.137102
43.000,0.135821
43.250,0.139665
43.500,0.137102
43.750,0.138384
44.000,0.138384
44.250,0.137102
44.500,0.137102
44.750,0.137102
45.000,0.137102
45.250,0.137102
45.500,0.137102
45.750,0.137102
46.000,0.138384
46.250,0.135821
46.500,0.137102
46.750,0.135821
47.000,0.135821
47.250,0.135821
47.500,0.135821
47.750,0.135821
48.000,0.135821
48.250,0.137102
48.500,0.137102
48.750,0.137102
49.000,0.137102
49.250,0.137102
49.500,0.137102
49.750,0.137102
50.000,0.137102
50.250,0.137102
50.500,0.137102
50.750,0.135821
51.000,0.135821
51.250,0.135821
51.500,0.137102
51.750,0.137102
52.000,0.135821
52.250,0.135821
52.500,0.137102
52.750,0.137102
53.000,0.135821
53.250,0.135821
53.500,0.133258
53.750,0.135821
54.000,0.13454
54.250,0.138384
54.500,0.135821
54.750,0.135821
55.000,0.137102
55.250,0.137102
55.500,0.13454
55.750,0.137102
56.000,0.137102
56.250,0.138384
56.500,0.137102
56.750,0.137102
57.000,0.139665
57.250,0.138384
57.500,0.137102
57.750,0.138384
58.000,0.137102
58.250,0.135821
58.500,0.137102
58.750,0.137102
59.000,0.137102
59.250,0.135821
59.500,0.135821
59.750,0.138384
