timestamp,hr
00.000,70.95
01.000,70.83
02.000,70.77
03.000,70.7
04.000,70.65
05.000,70.57
06.000,70.5
07.000,70.4
08.000,70.28
09.000,70.15
10.000,70.0
11.000,69.85
12.000,69.7
13.000,69.55
14.000,69.43
15.000,69.33
16.000,69.25
17.000,69.13
18.000,69.0
19.000,68.83
20.000,68.65
21.000,68.48
22.000,68.35
23.000,68.28
24.000,68.18
25.000,68.07
26.000,67.97
27.000,67.92
28.000,67.87
29.000,67.85
30.000,67.88
31.000,67.93
32.000,67.98
33.000,68.05
34.000,68.1
35.000,68.15
36.000,68.2
37.000,68.25
38.000,68.3
39.000,68.35
40.000,68.42
41.000,68.48
42.000,68.55
43.000,68.6
44.000,68.65
45.000,68.67
46.000,68.68
47.000,68.7
48.000,68.7
49.000,68.7
50.000,68.7
51.000,68.7
52.000,68.7
53.000,68.7
54.000,68.7
55.000,68.72
56.000,68.72
57.000,68.73
58.000,68.77
59.000,68.78
