timestamp,hr
00.000,68.43
01.000,68.5
02.000,68.57
03.000,68.6
04.000,68.65
05.000,68.7
06.000,68.77
07.000,68.85
08.000,68.93
09.000,69.02
10.000,69.05
11.000,69.03
12.000,68.97
13.000,68.92
14.000,68.87
15.000,68.82
16.000,68.8
17.000,68.82
18.000,68.85
19.000,68.9
20.000,68.95
21.000,69.0
22.000,69.03
23.000,69.07
24.000,69.08
25.000,69.1
26.000,69.1
27.000,69.1
28.000,69.1
29.000,69.13
30.000,69.18
31.000,69.2
32.000,69.15
33.000,69.1
34.000,69.05
35.000,68.98
36.000,68.9
37.000,68.77
38.000,68.6
39.000,68.47
40.000,68.35
41.000,68.23
42.000,68.08
43.000,67.9
44.000,67.72
45.000,67.53
46.000,67.4
47.000,67.27
48.000,67.13
49.000,67.13
50.000,67.15
51.000,67.17
52.000,67.2
53.000,67.22
54.000,67.25
55.000,67.28
56.000,67.33
57.000,67.35
58.000,67.35
59.000,67.35
