timestamp,hr
00.000,117.28
01.000,117.57
02.000,117.85
03.000,118.27
04.000,118.63
05.000,119.02
06.000,119.33
07.000,119.58
08.000,119.72
09.000,119.92
10.000,120.0
11.000,120.1
12.000,120.22
13.000,120.33
14.000,120.47
15.000,120.63
16.000,120.83
17.000,121.27
18.000,121.67
19.000,122.07
20.000,122.52
21.000,123.05
22.000,123.58
23.000,124.13
24.000,124.7
25.000,125.27
26.000,125.8
27.000,126.35
28.000,126.87
29.000,127.33
30.000,127.72
31.000,128.15
32.000,128.53
33.000,128.87
34.000,129.22
35.000,129.53
36.000,129.87
37.000,130.17
38.000,130.53
39.000,130.7
40.000,130.78
41.000,130.83
42.000,130.88
43.000,130.92
44.000,130.95
45.000,131.0
46.000,131.0
47.000,131.05
48.000,131.08
49.000,131.12
50.000,131.22
51.000,131.25
52.000,131.25
53.000,131.27
54.000,131.42
55.000,131.17
56.000,130.93
57.000,130.75
58.000,130.25
59.000,129.87
