timestamp,hr
00.000,69.97
01.000,70.02
02.000,70.05
03.000,70.07
04.000,70.1
05.000,70.12
06.000,70.13
07.000,70.15
08.000,70.15
09.000,70.13
10.000,70.12
11.000,70.08
12.000,70.03
13.000,69.98
14.000,69.92
15.000,69.83
16.000,69.73
17.000,69.65
18.000,69.55
19.000,69.4
20.000,69.23
21.000,69.03
22.000,68.85
23.000,68.7
24.000,68.57
25.000,68.43
26.000,68.37
27.000,68.27
28.000,68.13
29.000,67.95
30.000,67.78
31.000,67.6
32.000,67.4
33.000,67.23
34.000,67.1
35.000,67.02
36.000,66.95
37.000,66.93
38.000,66.93
39.000,66.93
40.000,66.95
41.000,66.93
42.000,66.88
43.000,66.82
44.000,66.78
45.000,66.67
46.000,66.6
47.000,66.52
48.000,66.43
49.000,66.33
50.000,66.3
51.000,66.32
52.000,66.33
53.000,66.35
54.000,66.33
55.000,66.3
56.000,66.3
57.000,66.15
58.000,66.03
59.000,65.97
