timestamp,hr
00.000,90.78
01.000,91.17
02.000,91.52
03.000,91.87
04.000,92.22
05.000,92.53
06.000,92.77
07.000,92.98
08.000,93.22
09.000,93.43
10.000,93.65
11.000,93.93
12.000,94.18
13.000,94.43
14.000,94.73
15.000,95.05
16.000,95.38
17.000,95.7
18.000,96.0
19.000,96.3
20.000,96.6
21.000,96.9
22.000,97.18
23.000,97.35
24.000,97.55
25.000,97.78
26.000,98.03
27.000,98.45
28.000,98.88
29.000,99.22
30.000,99.53
31.000,99.88
32.000,100.2
33.000,100.47
34.000,100.72
35.000,100.97
36.000,101.23
37.000,101.53
38.000,101.85
39.000,102.12
40.000,102.4
41.000,102.72
42.000,103.05
43.000,103.4
44.000,103.78
45.000,104.13
46.000,104.47
47.000,104.9
48.000,105.47
49.000,106.05
50.000,106.63
51.000,107.2
52.000,107.87
53.000,108.5
54.000,109.15
55.000,109.77
56.000,110.42
57.000,111.05
58.000,111.68
59.000,112.23
