timestamp,hr
00.000,69.3
01.000,69.38
02.000,69.47
03.000,69.55
04.000,69.67
05.000,69.8
06.000,69.88
07.000,69.97
08.000,70.02
09.000,70.07
10.000,70.12
11.000,70.15
12.000,70.15
13.000,70.18
14.000,70.22
15.000,70.27
16.000,70.33
17.000,70.42
18.000,70.5
19.000,70.57
20.000,70.67
21.000,70.77
22.000,70.88
23.000,70.97
24.000,71.05
25.000,71.13
26.000,71.22
27.000,71.33
28.000,71.42
29.000,71.48
30.000,71.55
31.000,71.62
32.000,71.7
33.000,71.78
34.000,71.92
35.000,72.03
36.000,72.1
37.000,72.18
38.000,72.27
39.000,72.35
40.000,72.43
41.000,72.7
42.000,72.92
43.000,73.07
44.000,73.22
45.000,73.37
46.000,73.48
47.000,73.58
48.000,73.63
49.000,73.68
50.000,73.72
51.000,73.77
52.000,73.8
53.000,73.78
54.000,73.78
55.000,73.8
56.000,73.82
57.000,73.83
58.000,73.8
59.000,73.85
