timestamp,hr
00.000,93.45
01.000,93.3
02.000,93.18
03.000,92.88
04.000,92.6
05.000,92.33
06.000,92.0
07.000,91.7
08.000,91.35
09.000,90.95
10.000,90.52
11.000,90.15
12.000,89.78
13.000,89.35
14.000,88.88
15.000,88.37
16.000,87.93
17.000,87.48
18.000,87.05
19.000,86.6
20.000,86.15
21.000,85.72
22.000,85.37
23.000,85.02
24.000,84.65
25.000,84.27
26.000,84.22
27.000,84.4
28.000,84.55
29.000,84.68
30.000,84.75
31.000,84.8
32.000,84.83
33.000,84.92
34.000,84.95
35.000,84.95
36.000,84.95
37.000,85.0
38.000,84.93
39.000,84.83
40.000,84.5
41.000,84.13
42.000,83.72
43.000,83.2
44.000,82.73
45.000,82.18
46.000,81.6
47.000,81.05
48.000,80.3
49.000,79.57
50.000,78.73
51.000,77.82
52.000,76.97
53.000,76.12
54.000,75.65
55.000,75.17
56.000,74.75
57.000,74.45
58.000,74.23
59.000,74.02
