timestamp,hr
00.000,68.65
01.000,68.62
02.000,68.57
03.000,68.52
04.000,68.52
05.000,68.52
06.000,68.53
07.000,68.53
08.000,68.52
09.000,68.5
10.000,68.53
11.000,68.58
12.000,68.65
13.000,68.7
14.000,68.77
15.000,68.85
16.000,68.9
17.000,68.93
18.000,68.97
19.000,68.97
20.000,68.97
21.000,68.95
22.000,68.9
23.000,68.85
24.000,68.78
25.000,68.72
26.000,68.65
27.000,68.58
28.000,68.5
29.000,68.42
30.000,68.33
31.000,68.25
32.000,68.17
33.000,68.08
34.000,68.03
35.000,67.98
36.000,67.95
37.000,67.9
38.000,67.85
39.000,67.78
40.000,67.73
41.000,67.68
42.000,67.63
43.000,67.6
44.000,67.62
45.000,67.65
46.000,67.7
47.000,67.73
48.000,67.78
49.000,67.82
50.000,67.85
51.000,67.88
52.000,67.93
53.000,67.98
54.000,68.02
55.000,68.07
56.000,68.13
57.000,68.2
58.000,68.3
59.000,68.37
