timestamp,hr
00.000,72.32
01.000,72.38
02.000,72.42
03.000,72.43
04.000,72.4
05.000,72.37
06.000,72.35
07.000,72.33
08.000,72.33
09.000,72.38
10.000,72.45
11.000,72.55
12.000,72.67
13.000,72.78
14.000,72.92
15.000,73.05
16.000,73.17
17.000,73.15
18.000,73.13
19.000,73.13
20.000,73.12
21.000,73.1
22.000,73.07
23.000,73.05
24.000,73.03
25.000,73.02
26.000,73.0
27.000,72.98
28.000,72.95
29.000,72.87
30.000,72.75
31.000,72.63
32.000,72.5
33.000,72.35
34.000,72.15
35.000,71.95
36.000,71.8
37.000,71.67
38.000,71.57
39.000,71.5
40.000,71.45
41.000,71.42
42.000,71.35
43.000,71.47
44.000,71.47
45.000,71.6
46.000,71.72
47.000,71.82
48.000,71.8
49.000,71.78
50.000,71.8
51.000,71.85
52.000,71.8
53.000,71.7
54.000,71.62
55.000,71.52
56.000,71.38
57.000,71.25
58.000,71.1
59.000,70.97
