timestamp,hr
00.000,59.28
01.000,59.58
02.000,59.88
03.000,60.17
04.000,60.43
05.000,60.7
06.000,60.9
07.000,61.18
08.000,61.43
09.000,61.73
10.000,62.08
11.000,62.4
12.000,62.7
13.000,63.0
14.000,63.22
15.000,63.42
16.000,63.55
17.000,63.75
18.000,64.1
19.000,64.45
20.000,64.82
21.000,65.2
22.000,65.58
23.000,65.97
24.000,66.38
25.000,66.8
26.000,67.25
27.000,67.5
28.000,67.72
29.000,68.23
30.000,68.73
31.000,69.3
32.000,69.8
33.000,70.15
34.000,70.5
35.000,70.83
36.000,71.23
37.000,71.62
38.000,72.0
39.000,72.33
40.000,72.73
41.000,73.18
42.000,73.67
43.000,74.07
44.000,74.43
45.000,74.75
46.000,75.07
47.000,75.27
48.000,75.5
49.000,75.68
50.000,75.97
51.000,76.18
52.000,76.35
53.000,76.5
54.000,76.6
55.000,76.62
56.000,76.67
57.000,76.73
58.000,76.68
59.000,76.67
