timestamp,hr
00.000,67.07
01.000,67.03
02.000,67.0
03.000,66.98
04.000,66.92
05.000,66.87
06.000,66.8
07.000,66.77
08.000,66.75
09.000,66.4
10.000,66.05
11.000,65.72
12.000,65.37
13.000,65.03
14.000,64.67
15.000,64.33
16.000,64.33
17.000,64.33
18.000,64.33
19.000,64.33
20.000,64.35
21.000,64.38
22.000,64.42
23.000,64.45
24.000,64.48
25.000,64.52
26.000,64.55
27.000,64.58
28.000,64.62
29.000,64.62
30.000,64.62
31.000,64.62
32.000,64.62
33.000,64.63
34.000,64.65
35.000,64.67
36.000,64.65
37.000,64.63
38.000,64.62
39.000,64.6
40.000,64.58
41.000,64.57
42.000,64.55
43.000,64.52
44.000,64.48
45.000,64.45
46.000,64.43
47.000,64.43
48.000,64.43
49.000,64.43
50.000,64.43
51.000,64.43
52.000,64.45
53.000,64.45
54.000,64.45
55.000,64.45
56.000,64.45
57.000,64.43
58.000,64.42
59.000,64.37
