timestamp,hr
00.000,99.27
01.000,99.57
02.000,99.93
03.000,100.33
04.000,100.68
05.000,101.05
06.000,101.37
07.000,101.65
08.000,101.92
09.000,102.17
10.000,102.27
11.000,102.42
12.000,102.57
13.000,102.75
14.000,102.95
15.000,103.17
16.000,103.37
17.000,103.68
18.000,104.05
19.000,104.42
20.000,105.1
21.000,105.97
22.000,106.83
23.000,107.77
24.000,108.67
25.000,109.58
26.000,110.48
27.000,111.38
28.000,112.32
29.000,113.32
30.000,114.32
31.000,115.32
32.000,116.27
33.000,117.22
34.000,118.1
35.000,119.0
36.000,119.8
37.000,120.65
38.000,121.48
39.000,122.3
40.000,123.13
41.000,123.97
42.000,124.77
43.000,125.6
44.000,126.48
45.000,127.35
46.000,128.13
47.000,128.95
48.000,129.75
49.000,130.55
50.000,131.37
51.000,132.4
52.000,133.45
53.000,134.55
54.000,135.65
55.000,136.75
56.000,137.85
57.000,138.9
58.000,139.98
59.000,141.07
