ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1599928800.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599928860.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599928920.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599928980.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929040.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929100.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929160.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929220.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929280.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929340.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929400.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929460.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929520.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929580.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929640.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929700.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929760.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929820.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929880.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599929940.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930000.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930060.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930120.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930180.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930240.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930300.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930360.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930420.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930480.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930540.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930600.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930660.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930720.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930780.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930840.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930900.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599930960.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
1599931020.0,sleep,112,,,WITH_ONE,2,1,home,4,3,3
