timestamp,hr
00.000,69.6
01.000,69.55
02.000,69.5
03.000,69.48
04.000,69.48
05.000,69.48
06.000,69.48
07.000,69.5
08.000,69.52
09.000,69.53
10.000,69.57
11.000,69.6
12.000,69.63
13.000,69.67
14.000,69.7
15.000,69.72
16.000,69.73
17.000,69.73
18.000,69.73
19.000,69.72
20.000,69.7
21.000,69.7
22.000,69.72
23.000,69.73
24.000,69.75
25.000,69.75
26.000,69.77
27.000,69.77
28.000,69.75
29.000,69.77
30.000,69.77
31.000,69.73
32.000,69.65
33.000,69.55
34.000,69.43
35.000,69.68
36.000,69.95
37.000,70.3
38.000,70.63
39.000,70.95
40.000,71.23
41.000,71.4
42.000,71.6
43.000,71.8
44.000,71.87
45.000,71.97
46.000,72.08
47.000,72.18
48.000,72.28
49.000,72.37
50.000,72.45
51.000,72.53
52.000,72.58
53.000,72.63
54.000,72.68
55.000,72.73
56.000,72.78
57.000,72.82
58.000,72.85
59.000,72.87
