timestamp,hr
00.000,84.95
01.000,84.67
02.000,84.38
03.000,84.1
04.000,83.82
05.000,83.53
06.000,83.22
07.000,82.9
08.000,82.58
09.000,82.27
10.000,81.98
11.000,81.7
12.000,81.42
13.000,81.12
14.000,80.8
15.000,80.48
16.000,80.15
17.000,79.8
18.000,79.47
19.000,79.17
20.000,78.9
21.000,78.65
22.000,78.37
23.000,78.12
24.000,77.92
25.000,77.7
26.000,77.48
27.000,77.27
28.000,77.08
29.000,76.9
30.000,76.82
31.000,76.72
32.000,76.67
33.000,76.6
34.000,76.53
35.000,76.38
36.000,76.2
37.000,76.05
38.000,75.92
39.000,75.82
40.000,75.87
41.000,75.88
42.000,75.93
43.000,76.03
44.000,76.07
45.000,76.1
46.000,76.08
47.000,76.08
48.000,76.17
49.000,76.23
50.000,76.28
51.000,76.32
52.000,76.37
53.000,76.42
54.000,76.47
55.000,76.53
56.000,76.6
57.000,76.68
58.000,76.77
59.000,76.87
