timestamp,hr
00.000,82.92
01.000,82.9
02.000,82.88
03.000,82.88
04.000,82.88
05.000,82.92
06.000,82.93
07.000,82.98
08.000,83.05
09.000,83.13
10.000,83.2
11.000,83.18
12.000,83.15
13.000,83.03
14.000,82.98
15.000,82.92
16.000,82.77
17.000,82.48
18.000,82.22
19.000,82.02
20.000,81.83
21.000,81.68
22.000,81.57
23.000,81.52
24.000,81.38
25.000,81.2
26.000,81.07
27.000,80.93
28.000,80.85
29.000,80.77
30.000,80.7
31.000,80.78
32.000,80.87
33.000,80.95
34.000,81.05
35.000,81.13
36.000,81.27
37.000,81.38
38.000,81.43
39.000,81.52
40.000,81.63
41.000,81.77
42.000,81.67
43.000,81.57
44.000,81.47
45.000,81.38
46.000,81.27
47.000,81.2
48.000,81.13
49.000,80.97
50.000,80.83
51.000,80.68
52.000,80.53
53.000,80.38
54.000,80.23
55.000,80.05
56.000,79.85
57.000,79.67
58.000,79.48
59.000,79.35
