timestamp,hr
00.000,75.8
01.000,75.7
02.000,75.53
03.000,75.38
04.000,75.22
05.000,75.07
06.000,74.9
07.000,74.75
08.000,74.63
09.000,74.55
10.000,74.47
11.000,74.4
12.000,74.43
13.000,74.5
14.000,74.57
15.000,74.63
16.000,74.67
17.000,74.72
18.000,74.78
19.000,74.85
20.000,74.92
21.000,74.98
22.000,75.05
23.000,75.13
24.000,75.2
25.000,75.28
26.000,75.33
27.000,75.37
28.000,75.37
29.000,75.32
30.000,75.25
31.000,75.17
32.000,75.08
33.000,74.98
34.000,75.0
35.000,75.0
36.000,74.98
37.000,74.97
38.000,74.95
39.000,74.93
40.000,74.92
41.000,74.85
42.000,74.77
43.000,74.67
44.000,74.55
45.000,74.42
46.000,74.3
47.000,74.2
48.000,74.12
49.000,74.05
50.000,74.02
51.000,73.98
52.000,73.97
53.000,73.97
54.000,73.97
55.000,73.97
56.000,73.97
57.000,73.97
58.000,73.98
59.000,74.0
