timestamp,hr
00.000,95.67
01.000,95.42
02.000,95.15
03.000,94.92
04.000,94.65
05.000,94.33
06.000,94.1
07.000,93.85
08.000,93.67
09.000,93.48
10.000,93.3
11.000,93.1
12.000,92.9
13.000,92.67
14.000,92.38
15.000,92.15
16.000,91.9
17.000,91.65
18.000,91.38
19.000,91.07
20.000,90.77
21.000,90.47
22.000,90.13
23.000,89.8
24.000,89.37
25.000,88.92
26.000,88.53
27.000,88.05
28.000,87.37
29.000,86.72
30.000,86.4
31.000,86.18
32.000,85.98
33.000,85.75
34.000,85.48
35.000,85.22
36.000,84.97
37.000,84.7
38.000,84.32
39.000,83.95
40.000,83.6
41.000,83.25
42.000,82.97
43.000,82.65
44.000,82.35
45.000,82.1
46.000,81.87
47.000,81.65
48.000,81.37
49.000,80.98
50.000,80.62
51.000,80.28
52.000,79.95
53.000,79.67
54.000,79.38
55.000,79.17
56.000,78.88
57.000,78.62
58.000,78.35
59.000,78.08
