timestamp,hr
00.000,85.55
01.000,85.77
02.000,85.97
03.000,86.2
04.000,86.48
05.000,86.77
06.000,87.07
07.000,87.42
08.000,87.82
09.000,88.25
10.000,88.85
11.000,89.38
12.000,90.05
13.000,90.53
14.000,90.93
15.000,91.32
16.000,91.68
17.000,92.05
18.000,92.42
19.000,92.8
20.000,93.18
21.000,93.57
22.000,94.02
23.000,94.48
24.000,94.8
25.000,95.03
26.000,95.2
27.000,95.38
28.000,95.62
29.000,95.85
30.000,96.02
31.000,96.07
32.000,96.12
33.000,96.18
34.000,96.4
35.000,96.67
36.000,96.88
37.000,97.02
38.000,97.18
39.000,97.35
40.000,97.47
41.000,97.72
42.000,97.87
43.000,98.02
44.000,98.2
45.000,98.33
46.000,98.43
47.000,98.47
48.000,98.52
49.000,98.57
50.000,98.62
51.000,98.78
52.000,98.85
53.000,98.92
54.000,98.97
55.000,99.07
56.000,99.12
57.000,99.12
58.000,99.03
59.000,98.92
