timestamp,hr
00.000,108.82
01.000,109.15
02.000,109.47
03.000,109.83
04.000,110.17
05.000,110.47
06.000,110.73
07.000,110.98
08.000,111.2
09.000,111.37
10.000,111.22
11.000,111.12
12.000,111.12
13.000,111.03
14.000,111.12
15.000,111.27
16.000,111.45
17.000,111.68
18.000,111.95
19.000,112.27
20.000,112.62
21.000,112.97
22.000,113.28
23.000,113.6
24.000,113.92
25.000,114.25
26.000,114.45
27.000,114.47
28.000,114.47
29.000,114.35
30.000,114.27
31.000,114.23
32.000,114.22
33.000,114.23
34.000,114.27
35.000,114.23
36.000,114.25
37.000,114.28
38.000,114.33
39.000,114.28
40.000,114.12
41.000,114.0
42.000,113.82
43.000,113.6
44.000,113.33
45.000,113.07
46.000,112.78
47.000,112.42
48.000,112.08
49.000,111.75
50.000,111.48
51.000,111.3
52.000,111.05
53.000,110.83
54.000,110.67
55.000,110.57
56.000,110.43
57.000,110.33
58.000,110.23
59.000,110.2
