timestamp,hr
00.000,88.75
01.000,89.08
02.000,89.27
03.000,89.47
04.000,89.65
05.000,89.63
06.000,89.67
07.000,89.68
08.000,89.68
09.000,89.67
10.000,89.65
11.000,89.65
12.000,89.63
13.000,89.6
14.000,89.62
15.000,89.67
16.000,89.78
17.000,89.92
18.000,90.07
19.000,90.33
20.000,90.58
21.000,90.83
22.000,91.27
23.000,91.7
24.000,92.17
25.000,92.57
26.000,92.9
27.000,93.22
28.000,93.48
29.000,93.72
30.000,94.0
31.000,94.08
32.000,94.12
33.000,94.07
34.000,94.08
35.000,94.12
36.000,94.15
37.000,94.15
38.000,94.13
39.000,94.13
40.000,94.1
41.000,94.12
42.000,94.07
43.000,93.98
44.000,93.97
45.000,93.93
46.000,93.8
47.000,93.68
48.000,93.57
49.000,93.42
50.000,93.28
51.000,93.12
52.000,93.05
53.000,93.02
54.000,92.97
55.000,92.97
56.000,93.03
57.000,93.12
58.000,93.2
59.000,93.28
