timestamp,hr
00.000,113.22
01.000,113.13
02.000,112.97
03.000,112.8
04.000,112.68
05.000,112.6
06.000,112.42
07.000,112.23
08.000,112.1
09.000,111.95
10.000,111.78
11.000,111.58
12.000,111.38
13.000,111.18
14.000,110.92
15.000,110.7
16.000,110.58
17.000,110.35
18.000,110.3
19.000,110.27
20.000,110.27
21.000,110.33
22.000,110.4
23.000,110.68
24.000,110.9
25.000,111.17
26.000,111.38
27.000,111.6
28.000,111.8
29.000,112.07
30.000,112.33
31.000,112.48
32.000,112.72
33.000,112.97
34.000,113.2
35.000,113.52
36.000,113.8
37.000,114.08
38.000,114.28
39.000,114.57
40.000,114.83
41.000,115.17
42.000,115.47
43.000,115.83
44.000,116.17
45.000,116.52
46.000,116.9
47.000,117.3
48.000,117.72
49.000,118.18
50.000,118.6
51.000,119.08
52.000,119.6
53.000,120.08
54.000,120.52
55.000,120.85
56.000,121.22
57.000,121.58
58.000,121.85
59.000,122.13
