timestamp,hr
00.000,82.18
01.000,81.73
02.000,81.22
03.000,80.7
04.000,80.17
05.000,79.68
06.000,79.18
07.000,78.65
08.000,78.13
09.000,77.65
10.000,77.17
11.000,76.67
12.000,76.13
13.000,75.72
14.000,75.28
15.000,74.9
16.000,74.58
17.000,74.17
18.000,73.8
19.000,73.4
20.000,73.0
21.000,72.57
22.000,72.13
23.000,71.68
24.000,71.23
25.000,70.82
26.000,70.47
27.000,70.1
28.000,69.73
29.000,69.35
30.000,69.02
31.000,68.72
32.000,68.33
33.000,67.98
34.000,67.45
35.000,66.9
36.000,66.32
37.000,65.78
38.000,65.3
39.000,64.83
40.000,64.38
41.000,63.92
42.000,63.48
43.000,63.02
44.000,62.6
45.000,62.18
46.000,61.77
47.000,61.33
48.000,60.92
49.000,60.57
50.000,60.25
51.000,59.88
52.000,59.52
53.000,59.18
54.000,58.85
55.000,58.53
56.000,58.2
57.000,58.08
58.000,58.12
59.000,58.23
