ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1599885540.0,household,43,,,ALONE,,,home,6,1,3
1599885600.0,household,43,,,ALONE,,,home,6,1,3
1599885660.0,household,43,,,ALONE,,,home,6,1,3
1599885720.0,household,43,,,ALONE,,,home,6,1,3
1599885780.0,household,43,,,ALONE,,,home,6,1,3
1599885840.0,household,43,,,ALONE,,,home,6,1,3
1599885900.0,household,43,,,ALONE,,,home,6,1,3
1599885960.0,household,43,,,ALONE,,,home,6,1,3
1599886020.0,household,43,,,ALONE,,,home,6,1,3
1599886080.0,household,43,,,ALONE,,,home,6,1,3
1599886140.0,household,43,,,ALONE,,,home,6,1,3
1599886200.0,household,43,,,ALONE,,,home,6,1,3
1599886260.0,household,43,,,ALONE,,,home,6,1,3
1599886320.0,household,43,,,ALONE,,,home,6,1,3
1599886380.0,household,43,,,ALONE,,,home,6,1,3
1599886440.0,household,43,,,ALONE,,,home,6,1,3
1599886500.0,household,43,,,ALONE,,,home,6,1,3
1599886560.0,household,43,,,ALONE,,,home,6,1,3
1599886620.0,household,43,,,ALONE,,,home,6,1,3
1599886680.0,household,43,,,ALONE,,,home,6,1,3
1599886740.0,household,43,,,ALONE,,,home,6,1,3
1599886800.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599886860.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599886920.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599886980.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887040.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887100.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887160.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887220.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887280.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887340.0,recreation_etc,793,,,ALONE,,,home,6,1,4
1599887400.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887460.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887520.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887580.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887640.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887700.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887760.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887820.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887880.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599887940.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888000.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888060.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888120.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888180.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888240.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888300.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888360.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888420.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888480.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888540.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599888600.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888660.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888720.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888780.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888840.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888900.0,personal_care,132,,,ALONE,,,home,6,1,3
1599888960.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889020.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889080.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889140.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889200.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889260.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889320.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889380.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889440.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889500.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889560.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889620.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889680.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889740.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889800.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889860.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889920.0,personal_care,132,,,ALONE,,,home,6,1,3
1599889980.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890040.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890100.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890160.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890220.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890280.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890340.0,personal_care,132,,,ALONE,,,home,6,1,3
1599890400.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890460.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890520.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890580.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890640.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890700.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890760.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890820.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890880.0,personal_care,133,,,ALONE,,,home,6,1,3
1599890940.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891000.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891060.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891120.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891180.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891240.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891300.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891360.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891420.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891480.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891540.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891600.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891660.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891720.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891780.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891840.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891900.0,personal_care,133,,,ALONE,,,home,6,1,3
1599891960.0,personal_care,133,,,ALONE,,,home,6,1,3
1599892020.0,personal_care,133,,,ALONE,,,home,6,1,3
1599892080.0,personal_care,133,,,ALONE,,,home,6,1,3
1599892140.0,personal_care,133,,,ALONE,,,home,6,1,3
1599892200.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892260.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892320.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892380.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892440.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892500.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892560.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892620.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599892680.0,recreation_etc,793,,,ALONE,,,home,6,1,4
1599892740.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599892800.0,recreation_etc,793,,,ALONE,,,home,6,1,4
1599892860.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892920.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599892980.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893040.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893100.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893160.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893220.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893280.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893340.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893400.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893460.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893520.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893580.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893640.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893700.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893760.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893820.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893880.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599893940.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894000.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894060.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894120.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894180.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894240.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894300.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894360.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894420.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894480.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894540.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894600.0,recreation_etc,793,,,ALONE,,,home,6,1,3
1599894660.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599894720.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599894780.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599894840.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599894900.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599894960.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599895020.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599895080.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599895140.0,recreation_etc,793,,,ALONE,,,home,6,1,2
1599895200.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
1599895260.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
1599895320.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
1599895380.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
1599895440.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
1599895500.0,travel,81,move_method,1,WITH_ONE,2,2,outdoor,6,1,2
