timestamp,hr
00.000,82.13
01.000,82.17
02.000,82.15
03.000,82.12
04.000,82.12
05.000,82.12
06.000,82.1
07.000,82.05
08.000,81.98
09.000,82.02
10.000,82.03
11.000,82.03
12.000,82.07
13.000,82.17
14.000,82.27
15.000,82.37
16.000,82.48
17.000,82.58
18.000,82.72
19.000,82.85
20.000,82.97
21.000,83.05
22.000,83.12
23.000,83.22
24.000,83.25
25.000,83.25
26.000,83.2
27.000,83.15
28.000,83.13
29.000,83.1
30.000,82.95
31.000,82.83
32.000,82.73
33.000,82.62
34.000,82.5
35.000,82.32
36.000,82.17
37.000,82.02
38.000,81.87
39.000,81.72
40.000,81.57
41.000,81.42
42.000,81.28
43.000,81.13
44.000,80.98
45.000,80.82
46.000,80.63
47.000,80.52
48.000,80.4
49.000,80.3
50.000,80.22
51.000,80.15
52.000,80.08
53.000,80.0
54.000,79.98
55.000,80.0
56.000,79.97
57.000,79.93
58.000,79.88
59.000,79.95
