timestamp,hr
00.000,75.65
01.000,75.63
02.000,75.62
03.000,75.6
04.000,75.58
05.000,75.57
06.000,75.57
07.000,75.6
08.000,75.65
09.000,75.72
10.000,75.78
11.000,75.83
12.000,75.88
13.000,75.93
14.000,75.82
15.000,75.83
16.000,75.58
17.000,75.32
18.000,74.98
19.000,74.85
20.000,74.77
21.000,74.63
22.000,74.6
23.000,74.55
24.000,74.5
25.000,74.27
26.000,74.2
27.000,74.13
28.000,74.12
29.000,74.17
30.000,74.15
31.000,74.15
32.000,74.18
33.000,74.2
34.000,74.45
35.000,74.67
36.000,74.92
37.000,75.17
38.000,75.43
39.000,75.73
40.000,76.05
41.000,76.38
42.000,76.7
43.000,77.12
44.000,77.53
45.000,77.97
46.000,78.4
47.000,78.82
48.000,79.25
49.000,79.73
50.000,80.22
51.000,80.73
52.000,81.23
53.000,81.77
54.000,82.33
55.000,82.88
56.000,83.62
57.000,84.37
58.000,85.05
59.000,85.72
