timestamp,hr
00.000,78.92
01.000,78.75
02.000,78.58
03.000,78.48
04.000,78.45
05.000,78.38
06.000,78.32
07.000,78.22
08.000,78.1
09.000,77.98
10.000,77.82
11.000,77.55
12.000,77.33
13.000,77.17
14.000,77.08
15.000,77.0
16.000,76.88
17.000,76.83
18.000,76.57
19.000,76.32
20.000,76.08
21.000,75.82
22.000,75.55
23.000,75.28
24.000,75.05
25.000,74.83
26.000,74.62
27.000,74.43
28.000,74.23
29.000,74.05
30.000,73.88
31.000,73.72
32.000,73.57
33.000,73.38
34.000,73.2
35.000,73.0
36.000,72.78
37.000,72.58
38.000,72.35
39.000,72.08
40.000,71.8
41.000,71.52
42.000,71.23
43.000,71.0
44.000,70.75
45.000,70.5
46.000,70.28
47.000,70.15
48.000,70.03
49.000,69.93
50.000,69.83
51.000,69.88
52.000,69.92
53.000,69.93
54.000,69.95
55.000,69.95
56.000,69.98
57.000,70.02
58.000,70.03
59.000,70.03
