timestamp,hr
00.000,87.12
01.000,87.32
02.000,87.45
03.000,87.63
04.000,87.77
05.000,87.83
06.000,87.9
07.000,87.97
08.000,88.07
09.000,88.17
10.000,88.27
11.000,88.43
12.000,88.57
13.000,88.58
14.000,88.65
15.000,88.68
16.000,88.77
17.000,88.82
18.000,88.75
19.000,88.5
20.000,88.22
21.000,87.95
22.000,87.72
23.000,87.65
24.000,87.63
25.000,87.6
26.000,87.57
27.000,87.58
28.000,87.67
29.000,87.67
30.000,87.72
31.000,87.75
32.000,87.8
33.000,87.78
34.000,87.87
35.000,87.98
36.000,88.05
37.000,88.08
38.000,88.12
39.000,88.05
40.000,88.02
41.000,87.97
42.000,87.98
43.000,88.02
44.000,88.07
45.000,88.15
46.000,88.27
47.000,88.42
48.000,88.67
49.000,88.87
50.000,89.12
51.000,89.35
52.000,89.6
53.000,89.85
54.000,90.08
55.000,90.38
56.000,90.7
57.000,91.03
58.000,91.3
59.000,91.57
