timestamp,hr
00.000,101.62
01.000,100.97
02.000,100.3
03.000,99.6
04.000,98.87
05.000,98.07
06.000,97.3
07.000,96.55
08.000,95.8
09.000,95.05
10.000,94.32
11.000,93.63
12.000,92.95
13.000,92.25
14.000,91.57
15.000,90.88
16.000,90.2
17.000,89.55
18.000,88.85
19.000,88.12
20.000,87.33
21.000,86.5
22.000,85.65
23.000,84.72
24.000,83.68
25.000,82.62
26.000,81.72
27.000,80.82
28.000,80.03
29.000,79.25
30.000,78.43
31.000,77.58
32.000,77.15
33.000,77.15
34.000,77.18
35.000,77.27
36.000,77.32
37.000,77.35
38.000,77.43
39.000,77.52
40.000,77.6
41.000,77.7
42.000,77.82
43.000,78.05
44.000,78.3
45.000,78.58
46.000,78.87
47.000,79.12
48.000,79.43
49.000,79.77
50.000,80.1
51.000,80.42
52.000,80.73
53.000,81.02
54.000,81.35
55.000,81.62
56.000,81.9
57.000,82.28
58.000,82.7
59.000,83.13
