timestamp,hr
00.000,76.87
01.000,76.83
02.000,76.77
03.000,76.7
04.000,76.63
05.000,76.67
06.000,76.63
07.000,76.83
08.000,77.05
09.000,77.27
10.000,77.23
11.000,77.23
12.000,77.3
13.000,77.38
14.000,77.47
15.000,77.57
16.000,77.67
17.000,77.85
18.000,78.03
19.000,78.25
20.000,78.38
21.000,78.57
22.000,78.77
23.000,78.97
24.000,79.15
25.000,79.23
26.000,79.35
27.000,79.5
28.000,79.53
29.000,79.6
30.000,79.65
31.000,79.57
32.000,79.32
33.000,78.97
34.000,78.62
35.000,78.22
36.000,77.85
37.000,77.47
38.000,77.1
39.000,76.7
40.000,76.3
41.000,75.83
42.000,75.33
43.000,74.83
44.000,74.3
45.000,73.75
46.000,73.25
47.000,72.65
48.000,72.43
49.000,72.37
50.000,72.32
51.000,72.52
52.000,72.73
53.000,73.08
54.000,73.48
55.000,73.83
56.000,74.22
57.000,74.62
58.000,75.0
59.000,75.28
