timestamp,hr
00.000,94.42
01.000,94.58
02.000,94.77
03.000,95.0
04.000,95.23
05.000,95.4
06.000,95.5
07.000,95.55
08.000,95.55
09.000,95.57
10.000,95.55
11.000,95.5
12.000,95.47
13.000,95.47
14.000,95.45
15.000,95.42
16.000,95.37
17.000,95.22
18.000,95.12
19.000,95.02
20.000,94.95
21.000,94.87
22.000,94.8
23.000,94.72
24.000,94.6
25.000,94.52
26.000,94.45
27.000,94.38
28.000,94.3
29.000,94.2
30.000,94.13
31.000,94.02
32.000,93.92
33.000,93.82
34.000,93.7
35.000,93.48
36.000,93.33
37.000,93.2
38.000,93.08
39.000,92.98
40.000,92.92
41.000,92.8
42.000,92.78
43.000,92.72
44.000,92.63
45.000,92.53
46.000,92.42
47.000,92.3
48.000,92.18
49.000,92.08
50.000,92.18
51.000,92.25
52.000,92.18
53.000,92.13
54.000,92.1
55.000,92.12
56.000,92.08
57.000,91.97
58.000,91.87
59.000,91.73
