timestamp,hr
00.000,111.08
01.000,110.8
02.000,110.47
03.000,110.17
04.000,109.87
05.000,109.53
06.000,109.15
07.000,108.75
08.000,108.37
09.000,108.1
10.000,107.82
11.000,107.62
12.000,107.43
13.000,107.23
14.000,107.12
15.000,107.05
16.000,106.92
17.000,106.8
18.000,106.7
19.000,106.63
20.000,106.53
21.000,106.37
22.000,106.32
23.000,106.3
24.000,106.32
25.000,106.27
26.000,106.2
27.000,106.1
28.000,106.0
29.000,105.92
30.000,105.93
31.000,105.97
32.000,106.02
33.000,106.08
34.000,106.17
35.000,106.27
36.000,106.37
37.000,106.3
38.000,106.22
39.000,106.13
40.000,106.07
41.000,106.0
42.000,105.98
43.000,106.08
44.000,106.17
45.000,106.25
46.000,106.32
47.000,106.38
48.000,106.48
49.000,106.53
50.000,106.68
51.000,106.83
52.000,107.03
53.000,107.23
54.000,107.43
55.000,107.63
56.000,108.13
57.000,108.65
58.000,109.17
59.000,109.58
