timestamp,hr
00.000,116.87
01.000,116.75
02.000,116.63
03.000,116.45
04.000,116.23
05.000,116.05
06.000,115.88
07.000,115.68
08.000,115.48
09.000,115.38
10.000,115.33
11.000,115.25
12.000,115.05
13.000,114.7
14.000,114.42
15.000,114.17
16.000,113.87
17.000,113.57
18.000,113.27
19.000,112.92
20.000,112.57
21.000,112.25
22.000,112.07
23.000,111.85
24.000,111.65
25.000,111.52
26.000,111.43
27.000,111.33
28.000,111.18
29.000,111.03
30.000,110.88
31.000,110.88
32.000,110.9
33.000,110.88
34.000,110.78
35.000,110.7
36.000,110.6
37.000,110.52
38.000,110.45
39.000,110.38
40.000,110.28
41.000,110.18
42.000,110.05
43.000,109.92
44.000,109.78
45.000,109.72
46.000,109.63
47.000,109.55
48.000,109.5
49.000,109.43
50.000,109.37
51.000,109.3
52.000,109.38
53.000,109.5
54.000,109.72
55.000,109.97
56.000,110.15
57.000,110.42
58.000,110.68
59.000,110.92
