timestamp,hr
00.000,72.58
01.000,72.45
02.000,72.3
03.000,72.23
04.000,72.18
05.000,72.1
06.000,72.1
07.000,72.12
08.000,72.15
09.000,72.3
10.000,72.45
11.000,72.65
12.000,72.87
13.000,73.07
14.000,73.27
15.000,73.48
16.000,73.72
17.000,73.95
18.000,74.22
19.000,74.45
20.000,74.68
21.000,75.05
22.000,75.05
23.000,75.22
24.000,75.38
25.000,75.58
26.000,75.78
27.000,76.03
28.000,76.28
29.000,76.57
30.000,76.82
31.000,77.05
32.000,77.28
33.000,77.53
34.000,77.78
35.000,78.08
36.000,78.48
37.000,78.97
38.000,79.53
39.000,80.02
40.000,80.48
41.000,80.98
42.000,81.53
43.000,81.98
44.000,82.32
45.000,82.63
46.000,83.05
47.000,83.47
48.000,83.95
49.000,84.5
50.000,85.02
51.000,85.53
52.000,86.02
53.000,86.17
54.000,86.28
55.000,86.37
56.000,86.52
57.000,86.62
58.000,86.67
59.000,86.68
