timestamp,hr
00.000,88.38
01.000,88.32
02.000,88.32
03.000,88.25
04.000,88.17
05.000,88.08
06.000,87.85
07.000,87.68
08.000,87.45
09.000,87.25
10.000,87.07
11.000,86.87
12.000,86.67
13.000,86.5
14.000,86.38
15.000,86.32
16.000,86.33
17.000,86.35
18.000,86.37
19.000,86.4
20.000,86.43
21.000,86.5
22.000,86.57
23.000,86.6
24.000,86.65
25.000,86.68
26.000,86.72
27.000,86.72
28.000,86.7
29.000,86.7
30.000,86.68
31.000,86.67
32.000,86.68
33.000,86.63
34.000,86.53
35.000,86.5
36.000,86.45
37.000,86.4
38.000,86.35
39.000,86.35
40.000,86.25
41.000,86.17
42.000,86.1
43.000,86.08
44.000,85.82
45.000,85.62
46.000,85.45
47.000,85.32
48.000,85.2
49.000,85.1
50.000,85.0
51.000,84.83
52.000,84.7
53.000,84.53
54.000,84.38
55.000,84.28
56.000,84.2
57.000,84.1
58.000,84.02
59.000,84.02
