ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1600635600.0,sleep,111,,,ALONE,,,home,3,1,3
1600635660.0,sleep,111,,,ALONE,,,home,3,1,3
1600635720.0,sleep,111,,,ALONE,,,home,3,1,3
1600635780.0,sleep,111,,,ALONE,,,home,3,1,3
1600635840.0,sleep,111,,,ALONE,,,home,3,1,3
1600635900.0,sleep,111,,,ALONE,,,home,3,1,3
1600635960.0,sleep,111,,,ALONE,,,home,3,1,3
1600636020.0,sleep,111,,,ALONE,,,home,3,1,3
1600636080.0,sleep,111,,,ALONE,,,home,3,1,3
1600636140.0,sleep,111,,,ALONE,,,home,3,1,3
1600636200.0,sleep,111,,,ALONE,,,home,3,1,3
1600636260.0,sleep,111,,,ALONE,,,home,3,1,3
1600636320.0,sleep,111,,,ALONE,,,home,3,1,3
1600636380.0,sleep,111,,,ALONE,,,home,3,1,3
1600636440.0,sleep,111,,,ALONE,,,home,3,1,3
1600636500.0,sleep,111,,,ALONE,,,home,3,1,3
1600636560.0,sleep,111,,,ALONE,,,home,3,1,3
1600636620.0,sleep,111,,,ALONE,,,home,3,1,3
1600636680.0,sleep,111,,,ALONE,,,home,3,1,3
1600636740.0,sleep,111,,,ALONE,,,home,3,1,3
1600636800.0,sleep,111,,,ALONE,,,home,3,1,3
1600636860.0,sleep,111,,,ALONE,,,home,3,1,3
1600636920.0,sleep,111,,,ALONE,,,home,3,1,3
1600636980.0,sleep,111,,,ALONE,,,home,3,1,3
1600637040.0,sleep,111,,,ALONE,,,home,3,1,3
1600637100.0,sleep,111,,,ALONE,,,home,3,1,3
1600637160.0,sleep,111,,,ALONE,,,home,3,1,3
1600637220.0,sleep,111,,,ALONE,,,home,3,1,3
1600637280.0,sleep,111,,,ALONE,,,home,3,1,3
1600637340.0,sleep,111,,,ALONE,,,home,3,1,3
1600637400.0,sleep,111,,,ALONE,,,home,3,1,3
1600637460.0,sleep,111,,,ALONE,,,home,3,1,3
1600637520.0,sleep,111,,,ALONE,,,home,3,1,3
1600637580.0,sleep,111,,,ALONE,,,home,3,1,3
1600637640.0,sleep,111,,,ALONE,,,home,3,1,3
1600637700.0,sleep,111,,,ALONE,,,home,3,1,3
1600637760.0,sleep,111,,,ALONE,,,home,3,1,3
1600637820.0,sleep,111,,,ALONE,,,home,3,1,3
1600637880.0,sleep,111,,,ALONE,,,home,3,1,3
1600637940.0,sleep,111,,,ALONE,,,home,3,1,3
1600638000.0,sleep,111,,,ALONE,,,home,3,1,3
1600638060.0,sleep,111,,,ALONE,,,home,3,1,3
1600638120.0,sleep,111,,,ALONE,,,home,3,1,3
1600638180.0,sleep,111,,,ALONE,,,home,3,1,3
1600638240.0,sleep,111,,,ALONE,,,home,3,1,3
1600638300.0,sleep,111,,,ALONE,,,home,3,1,3
1600638360.0,sleep,111,,,ALONE,,,home,3,1,3
1600638420.0,sleep,111,,,ALONE,,,home,3,1,3
1600638480.0,sleep,111,,,ALONE,,,home,3,1,3
1600638540.0,sleep,111,,,ALONE,,,home,3,1,3
1600638600.0,sleep,111,,,ALONE,,,home,3,1,3
1600638660.0,sleep,111,,,ALONE,,,home,3,1,3
1600638720.0,sleep,111,,,ALONE,,,home,3,1,3
1600638780.0,sleep,111,,,ALONE,,,home,3,1,3
1600638840.0,sleep,111,,,ALONE,,,home,3,1,3
1600638900.0,sleep,111,,,ALONE,,,home,3,1,3
1600638960.0,sleep,111,,,ALONE,,,home,3,1,3
1600639020.0,sleep,111,,,ALONE,,,home,3,1,3
1600639080.0,sleep,111,,,ALONE,,,home,3,1,3
1600639140.0,sleep,111,,,ALONE,,,home,3,1,3
1600639200.0,sleep,111,,,ALONE,,,home,3,1,3
1600639440.0,sleep,111,,,ALONE,,,home,3,1,3
1600640220.0,sleep,111,,,ALONE,,,home,3,1,3
1600642020.0,sleep,111,,,ALONE,,,home,3,1,3
1600644240.0,sleep,111,,,ALONE,,,home,3,1,3
1600645260.0,sleep,111,,,ALONE,,,home,3,1,3
1600647540.0,sleep,111,,,ALONE,,,home,3,1,3
1600648800.0,sleep,111,,,ALONE,,,home,3,1,3
1600650840.0,sleep,111,,,ALONE,,,home,3,1,3
1600652340.0,sleep,111,,,ALONE,,,home,3,1,3
1600654020.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654080.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654140.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654200.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654260.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654320.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654380.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654440.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654500.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654560.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654620.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654680.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654740.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654800.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654860.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654920.0,recreation_media,724,,,ALONE,,,home,4,1,3
1600654980.0,recreation_media,724,,,ALONE,,,home,4,1,3
