timestamp,hr
00.000,77.55
01.000,77.18
02.000,76.83
03.000,76.48
04.000,76.15
05.000,75.83
06.000,75.53
07.000,75.17
08.000,74.8
09.000,74.43
10.000,74.0
11.000,73.52
12.000,73.05
13.000,72.6
14.000,72.18
15.000,71.78
16.000,71.5
17.000,71.2
18.000,70.9
19.000,70.6
20.000,70.25
21.000,69.9
22.000,69.58
23.000,69.27
24.000,68.97
25.000,68.68
26.000,68.5
27.000,68.32
28.000,68.13
29.000,67.97
30.000,67.8
31.000,67.65
32.000,67.5
33.000,67.35
34.000,67.18
35.000,67.02
36.000,66.83
37.000,66.73
38.000,66.62
39.000,66.47
40.000,66.3
41.000,66.12
42.000,65.93
43.000,65.75
44.000,65.57
45.000,65.38
46.000,65.2
47.000,64.98
48.000,64.75
49.000,64.52
50.000,64.3
51.000,64.2
52.000,64.12
53.000,64.0
54.000,63.9
55.000,63.78
56.000,63.68
57.000,63.63
58.000,63.58
59.000,63.53
